longitude,count
108.48333,3
30.86071,3
-121.46273,3
-122.193604,3
-84.530823,3
9.20461,3
9.849977,3
-94.157173,3
-85.59375,3
-74.005722,3
38.896145,3
-88.019913,3
-94.513489,3
-119.984352,3
-2.57698,3
-104.821358,3
-4.23333,3
-101.831299,3
0.083332,3
-5.35257,3
100.514137,3
-122.312241,3
-76.492302,3
8.48333,3
147.327866,3
31.999842,3
10.3625,3
-115.060211,3
-111.82933,3
-80.214012,3
-70.879997,3
-97.81488,3
34.858028,3
102.099998,3
-97.700218,3
-122.900772,3
110.449997,3
-78.726181,3
-72.683899,3
-80.270226,3
-83.920738,3
-79.62487,3
-73.740852,3
12.42111,3
-8.008339,3
-122.661453,3
-76.275078,3
-79.44545,3
14.76599,3
104.316666,3
124.368607,3
111.738609,3
11.00925,3
15.20057,3
110.285187,3
-111.924088,3
115.770279,3
129.507782,3
121.14167,3
13.441549,3
110.478287,3
5.869449,3
-4.01,3
114.192497,3
31.210789,3
122.050003,3
44.049999,3
-70.949333,3
41.400002,3
-88.842651,3
35.94503,3
-84.263947,3
-118.542587,3
103.493637,3
-5.566903,3
-121.80217,3
129.599976,3
-79.234047,3
108.441933,3
3.395816,3
-90.184807,3
-74.293816,3
-103.333733,3
120.970596,3
21.407801,3
-85.145493,3
-72.9869,3
6.84352,3
-106.631943,3
-95.931938,3
-81.273117,3
-118.26059,3
8.66667,3
8.28332,3
7.78293,3
-74.90049,3
-93.736053,3
-117.429077,3
-83.93409,3
45.004761,3
-90.626511,3
-75.91613,3
-73.692001,3
73.105553,3
8.619779,3
7.60031,3
123.967216,3
10.22904,3
94.746391,3
-74.043625,3
15.31486,3
-102.865761,3
130.733246,3
132.455429,3
80.550003,3
76.28019,3
85.833328,3
123.764999,3
125.933334,3
112.683334,3
77.683327,3
81.633331,3
91.750877,3
49.583504,3
32.259701,3
72.834488,3
12.01667,3
8.14724,3
22.883329,3
9.27761,3
10.918579,3
7.64126,3
37.893871,3
80.916672,3
75.533333,3
91.099998,3
88.369598,3
8.39194,3
-0.44096,3
9.439842,3
8.821617,3
20.259655,3
6.76667,3
-2.09814,3
-1.80506,3
-1.47663,3
9.70216,3
11.00985,3
-4.011955,3
9.1018,3
6.68504,3
-1.26417,3
121.041046,3
-78.825417,3
-75.237572,3
-1.5719,3
6.2,3
3.1742,3
-121.568283,3
-82.140091,3
-117.999443,3
3.264936,3
-80.920906,3
145.116669,3
8.97429,3
-122.585892,3
-84.514381,3
8.73516,3
38.7603,3
6.116485,3
15.87083,3
8.740207,3
5.7834,3
7.715191,3
111.547775,3
-7.111988,3
-81.518723,3
-79.142212,3
-2.83333,3
-104.831856,3
12.96073,3
14.328002,3
-81.442062,3
-73.518059,3
-1.2437,3
-79.331856,3
-46.333282,3
6.93032,3
10.378317,3
9.061462,3
8.80777,3
-46.712906,3
7.52787,3
-72.575539,3
90.40583,3
12.69437,3
47.93298,3
28.049999,3
100.514771,3
23.133333,3
-85.56002,3
-118.116501,3
7.15128,3
6.86667,3
-56.096668,3
10.21667,3
-77.380173,3
-82.218735,3
15.07833,3
100.300003,3
8.960003,3
30.520775,3
19.444771,3
-122.868256,3
73.082542,3
-123.089218,3
21.166668,3
-9.536573,3
-122.601913,3
-83.016144,3
-51.179451,3
5.43194,3
-48.504551,3
24.866999,3
-71.627373,3
-90.513344,3
9.61195,3
-44.884232,3
-123.069374,3
14.57083,3
-53.806938,3
8.07292,3
138.382996,3
21.678467,3
17.78549,3
8.631178,3
-99.866669,3
-8.296022,3
-115.114899,3
6.15492,3
-116.374481,3
-0.41819,3
80.349998,3
12.05056,3
13.23432,3
-5.81369,3
-79.249603,3
13.41779,3
-83.009651,3
9.80737,3
7.79403,3
137.033325,3
134.049438,3
-80.14782,3
100.117416,3
80.742599,3
14.52197,3
-1.643426,3
80.362297,3
83.622078,3
18.85,3
-75.689079,3
4.444489,3
1.52109,3
-0.94401,3
-43.937725,3
24.864719,3
19.82869,3
-119.278084,3
-79.788101,3
-95.444283,3
-87.021957,3
-77.944824,3
-121.315308,3
-97.911392,3
-111.834389,3
20.62792,3
74.883331,3
19.70615,3
-106.956184,3
5.176179,3
-0.595696,3
-122.816383,3
-78.04583,3
5.28694,3
-3.0176,3
129.038467,3
28.05891,3
5.715711,3
-0.0177,3
175.283325,3
-97.762543,3
12.73607,3
-81.840027,3
-2.12564,3
8.42497,3
-4.76667,3
-123.097221,3
-1.51217,3
16.3092,3
174.751236,3
-90.697189,3
-3.23399,3
-47.890697,3
4.26583,3
-82.394135,3
45.86264,3
33.240181,3
9.09445,3
4.60278,3
102.599174,3
-74.098183,3
-80.545486,3
9.96667,3
11.93811,3
12.488315,3
10.5511,3
100.533478,3
14.21478,3
-59.132977,3
-3.62579,3
23.029671,3
1.64904,3
13.69047,3
-16.52309,3
36.579723,3
119.522675,3
15.9127,3
0.59759,3
0.1,3
-6.9063,3
-117.000168,3
0.51667,3
5.07083,3
25.970369,3
53.397255,3
146.0,3
18.08778,3
2.36667,3
-2.925366,3
-5.65,3
21.409809,3
117.483063,3
55.434883,3
12.22556,3
17.149719,3
18.15292,3
-2.12139,3
-74.182365,3
-119.545105,3
-83.377991,3
-122.022743,3
-84.97023,3
-86.875732,3
-97.828087,3
72.978889,3
-79.437248,3
32.52417,3
9.53297,3
100.51667,3
2.34486,3
120.562759,3
11.98054,3
-0.75054,3
145.035446,3
13.55978,3
-47.390282,3
49.891933,3
12.11088,3
17.971085,3
23.01967,3
-121.345398,3
-118.122849,3
121.064972,3
-82.411484,3
-3.684532,3
4.9378,3
-79.894661,3
-99.537216,3
-73.833282,3
23.149858,3
-82.71962,3
25.720387,3
-73.518967,3
-72.789818,3
111.026901,3
114.035362,3
6.33499,3
-97.320847,3
-80.06044,3
-79.950813,3
18.356285,3
3.83194,3
8.54761,3
16.76667,3
8.306505,3
127.166664,3
-90.37587,3
4.67361,3
-81.362488,3
2.65,3
17.98908,3
74.363297,3
-122.293015,3
14.258634,3
-75.681107,3
-76.952827,3
51.33794,3
-84.003418,3
15.9,3
11.35459,3
-86.459702,3
-119.137192,3
-84.105125,3
10.929581,3
34.808296,3
17.80806,3
23.910589,3
-73.692169,3
-77.28804,3
37.615559,3
-96.820503,3
-82.599327,3
-123.262039,3
17.657499,3
-122.2043,3
72.849998,3
4.750299,3
127.110802,3
2.288671,3
11.49033,3
11.87015,3
-80.124352,3
5.268,3
150.893341,3
-84.508553,3
8.82417,3
9.091682,3
-122.286118,3
-22.56242,3
-119.817146,3
11.387706,3
-122.315132,3
-74.049881,3
-87.346428,2
-7.8411,2
-79.05584,2
39.225559,2
-3.12102,2
-80.582748,2
53.683514,2
-75.749191,2
17.768841,2
-92.445541,2
-118.54657,2
-87.908386,2
-93.455513,2
16.182707,2
-88.231461,2
12.24206,2
14.51759,2
-92.442169,2
-84.361588,2
-83.278793,2
-121.465874,2
-83.690109,2
-122.470871,2
16.837061,2
-88.748909,2
-90.323792,2
-76.635361,2
-118.343033,2
-122.186333,2
1.35509,2
-117.289772,2
-92.454643,2
-85.41777,2
-84.19165,2
-97.708694,2
-97.672066,2
-6.40747,2
-4.26667,2
-97.797333,2
-117.917702,2
-8.93906,2
-80.949722,2
-74.01992,2
-93.14724,2
-68.777809,2
-99.32399,2
-78.614166,2
-89.589111,2
-82.941299,2
-102.207787,2
-71.292717,2
-122.518463,2
-67.500023,2
8.01917,2
-82.012093,2
-114.622559,2
-120.472,2
-6.96667,2
21.572306,2
14.471805,2
-77.160004,2
-121.248062,2
-79.040627,2
-76.727211,2
-80.415947,2
-96.670624,2
-82.017014,2
-87.176147,2
-87.556717,2
10.13197,2
-76.455231,2
-118.282013,2
-90.049019,2
52.2295,2
95.322197,2
120.573837,2
-104.820114,2
-79.436432,2
16.8417,2
-80.313301,2
-84.555527,2
-76.859108,2
-1.98333,2
-122.031067,2
-81.772842,2
-82.715118,2
-99.408661,2
-82.942657,2
13.7334,2
28.2225,2
-106.758385,2
118.117897,2
-0.183974,2
-81.208122,2
-117.865532,2
-73.9048,2
-98.336403,2
-71.018333,2
-85.737869,2
-83.062408,2
-92.31752,2
-119.018707,2
-115.049698,2
-117.950829,2
-122.346786,2
35.094028,2
-50.083328,2
8.78967,2
13.780119,2
105.566673,2
-88.081718,2
-105.08429,2
13.81531,2
-79.93103,2
-81.268433,2
-80.08506,2
-149.481934,2
-88.967644,2
-104.861069,2
-111.038727,2
-80.588661,2
-85.977295,2
10.65771,2
17.011311,2
15.717899,2
4.7,2
-85.845978,2
21.716272,2
-97.727814,2
109.783333,2
-89.553741,2
-113.085472,2
-91.637405,2
-81.030182,2
-96.890121,2
50.0798,2
40.396469,2
13.21111,2
105.966667,2
-78.079308,2
-95.601067,2
-101.513222,2
-96.896118,2
-108.550652,2
-84.345322,2
97.361504,2
-104.902641,2
-122.129219,2
-82.753502,2
-81.689827,2
-91.235138,2
-87.753937,2
-87.818977,2
-83.744362,2
15.61667,2
101.613808,2
15.8,2
33.469799,2
-72.333328,2
56.951649,2
-107.831459,2
-105.2211,2
-71.449661,2
-70.255333,2
-89.13533,2
-109.912529,2
15.95,2
11.17404,2
10.01891,2
14.85444,2
74.816696,2
-111.57431,2
-117.589737,2
-111.971046,2
-114.16317,2
-97.903084,2
-85.230431,2
-98.551689,2
-76.743179,2
-81.341187,2
-122.477768,2
-123.088028,2
34.37167,2
-94.180328,2
-118.597549,2
-86.908104,2
-113.584862,2
16.0951,2
-43.505169,2
172.516663,2
32.062069,2
-2.94611,2
105.416374,2
77.31662,2
-77.077431,2
-3.46667,2
-1.58195,2
1.494,2
140.067017,2
149.716675,2
11.96405,2
-77.54425,2
-96.708504,2
-122.032486,2
21.62694,2
30.368122,2
153.204041,2
-55.7584,2
102.231773,2
-8.470567,2
-101.26667,2
7.34453,2
26.832775,2
-99.951942,2
-49.006939,2
-73.865898,2
-75.076012,2
-118.396553,2
144.360809,2
145.616669,2
150.705521,2
-56.252777,2
150.635666,2
85.116684,2
22.37944,2
-98.433327,2
-107.389717,2
23.071289,2
-109.697708,2
-49.0,2
22.60955,2
-73.596153,2
-72.549065,2
-40.292782,2
-42.112782,2
-53.45528,2
-35.735336,2
11.89472,2
-75.890617,2
47.477551,2
16.51667,2
14.032281,2
-101.000252,2
-68.526764,2
-2.58528,2
9.00364,2
29.225361,2
12.74548,2
13.1,2
-79.900002,2
30.552219,2
15.78278,2
-59.64566,2
25.066669,2
8.62657,2
7.240523,2
-1.97499,2
-119.451721,2
14.26175,2
-76.491997,2
9.65558,2
-117.890343,2
-79.127052,2
-42.590279,2
-123.936081,2
-42.537067,2
-92.748604,2
-86.118042,2
-93.745247,2
-61.416672,2
89.641907,2
-44.60833,2
102.255814,2
100.816673,2
-78.983307,2
28.649458,2
21.614857,2
-122.952637,2
24.47139,2
-52.849998,2
-79.387695,2
-83.629669,2
-98.163521,2
5.18333,2
151.776535,2
26.23333,2
11.159027,2
-110.766418,2
36.52618,2
-73.932541,2
-69.273941,2
27.72846,2
-59.789532,2
7.693383,2
48.73,2
-79.806076,2
-35.478889,2
-73.626984,2
-80.978119,2
-48.360481,2
-46.538231,2
-57.948399,2
-52.709309,2
-113.527725,2
105.783356,2
37.75367,2
5.225886,2
8.59406,2
23.883329,2
47.251942,2
-77.281357,2
8.47204,2
-2.91667,2
37.429691,2
-113.802109,2
-70.500282,2
35.494419,2
35.566456,2
-123.125877,2
-79.388855,2
-45.452782,2
-71.200256,2
24.616671,2
48.293144,2
-36.660728,2
23.6,2
-117.433266,2
71.916672,2
100.734329,2
-122.785896,2
-37.274441,2
-34.855282,2
37.18111,2
-3.78997,2
10.691556,2
-75.459641,2
-121.290749,2
83.763611,2
102.101959,2
4.6289,2
115.073914,2
-4.08292,2
128.173065,2
38.77837,2
72.849831,2
-79.439003,2
142.733658,2
-94.57267,2
135.829163,2
16.21229,2
2.23537,2
108.180496,2
23.218321,2
101.082954,2
37.38253,2
147.134384,2
18.091021,2
8.049443,2
130.350006,2
-41.944962,2
-79.426735,2
17.05921,2
-79.881599,2
40.694649,2
5.161064,2
-48.953281,2
152.985764,2
-0.511914,2
-64.801857,2
-70.573608,2
36.610062,2
14.42127,2
22.6425,2
4.701327,2
52.570702,2
-16.9,2
105.633331,2
13.39954,2
-9.3643,2
-97.132492,2
-1.48333,2
47.502438,2
-1.95,2
-0.57427,2
128.733337,2
-78.849419,2
-100.299995,2
43.26091,2
-47.64917,2
11.35382,2
-82.817619,2
-79.595833,2
130.358063,2
120.076759,2
135.19577,2
126.784721,2
127.257301,2
-7.93083,2
37.841515,2
-0.79219,2
2.01108,2
-3.28333,2
-1.79806,2
-3.11437,2
24.66781,2
10.01177,2
6.931,2
24.88361,2
115.650581,2
101.960327,2
114.23333,2
105.68972,2
105.062157,2
-1.58333,2
33.115971,2
0.26376,2
5.75128,2
8.62852,2
-88.246277,2
27.27227,2
22.9,2
30.19978,2
-92.10714,2
-78.653122,2
37.35495,2
6.35542,2
102.541969,2
106.76944,2
73.383331,2
14.35,2
14.03445,2
1.55086,2
-103.851089,2
16.524611,2
19.35515,2
-43.846668,2
28.349449,2
-45.887009,2
18.001247,2
-5.84476,2
36.733448,2
-82.558678,2
-85.701233,2
-96.710716,2
118.3125,2
-5.5172,2
34.791302,2
46.033249,2
-123.32859,2
14.80905,2
23.800032,2
-73.62664,2
115.89447,2
12.60722,2
110.149765,2
-123.923759,2
104.833336,2
115.215965,2
9.00862,2
42.845879,2
-54.616699,2
-81.188057,2
41.046108,2
36.982449,2
16.6,2
-77.915619,2
11.70463,2
2.632437,2
110.066597,2
14.10694,2
2.72659,2
51.677608,2
-86.32338,2
-88.07972,2
-88.075699,2
-97.715271,2
121.65889,2
136.582993,2
32.484638,2
143.849457,2
-79.523216,2
6.29297,2
-2.98658,2
3.32058,2
11.01526,2
13.529632,2
40.543301,2
35.893421,2
5.35575,2
7.11667,2
8.53333,2
11.68512,2
8.79885,2
14.98853,2
-1.24375,2
-2.70483,2
0.46958,2
-0.61821,2
-4.62643,2
-3.57722,2
-2.75433,2
1.07992,2
-3.66377,2
6.138892,2
-122.406853,2
-75.53109,2
-96.829185,2
-104.861229,2
-93.181198,2
-77.795273,2
-73.798981,2
11.45032,2
12.98114,2
-2.61303,2
-4.03333,2
126.58194,2
0.15,2
-3.01667,2
-2.06144,2
-0.27762,2
21.633329,2
6.10278,2
101.21463,2
32.617802,2
15.772466,2
11.47071,2
9.79562,2
9.2795,2
-0.10313,2
8.75713,2
2.82594,2
-157.973328,2
-95.129318,2
3.0,2
0.0445,2
33.34864,2
10.60642,2
11.29533,2
7.16809,2
0.95866,2
-0.02438,2
-4.1595,2
-3.5159,2
9.25125,2
1.76667,2
3.53333,2
-0.19175,2
-2.3243,2
5.08032,2
2.36073,2
4.441768,2
119.422234,2
40.926861,2
47.771801,2
7.53687,2
2.300296,2
8.74227,2
7.96667,2
27.442301,2
49.495281,2
-99.140495,2
-85.34845,2
11.53238,2
11.17463,2
8.47315,2
8.15033,2
19.354731,2
5.675,2
90.718063,2
8.59343,2
-158.022156,2
-78.850235,2
9.8592,2
-80.725914,2
8.86065,2
13.0818,2
91.429092,2
6.63915,2
13.586957,2
8.6658,2
9.4385,2
34.772221,2
27.616671,2
27.677031,2
-99.999886,2
11.50483,2
120.448524,2
13.073242,2
-3.7,2
15.43714,2
13.192625,2
121.603851,2
120.310562,2
-87.625397,2
12.85,2
12.389347,2
12.29971,2
12.77377,2
-0.98623,2
20.63496,2
13.39963,2
-4.019241,2
25.553364,2
15.616713,2
15.549853,2
-6.97085,2
14.30214,2
31.508909,2
-3.166605,2
-86.647636,2
-74.013367,2
-111.887444,2
2.65024,2
-4.83076,2
12.45312,2
-8.59174,2
35.1068,2
37.291939,2
100.05217,2
4.25,2
-84.269638,2
18.74148,2
-121.740395,2
-15.427961,2
1.30362,2
12.90395,2
-78.833618,2
-97.871529,2
-118.926483,2
-78.719887,2
-122.989777,2
-88.082573,2
-84.159378,2
-95.59668,2
21.783674,2
10.204103,2
16.57494,2
37.20602,2
4.27557,2
41.9734,2
-97.146782,2
-74.2108,2
-149.890411,2
-93.455788,2
-77.428505,2
-98.556435,2
30.27388,2
-111.970406,2
-80.842949,2
-121.97802,2
-88.243523,2
-74.077766,2
-80.608192,2
-117.230682,2
-117.900146,2
-86.473602,2
-121.225128,2
110.328888,2
137.332993,2
11.95187,2
-101.184441,2
-93.63694,2
16.19347,2
11.32578,2
79.0998,2
151.183334,2
-2.98333,2
-104.981453,2
-86.811501,2
117.0,2
124.650002,2
22.510201,2
96.156006,2
-92.997162,2
-2.449993,2
-97.935966,2
-111.693138,2
-78.737823,2
22.51667,2
36.275421,2
-96.133331,2
107.599998,2
91.83168,2
-111.694801,2
-91.530167,2
-82.326759,2
11.113283,2
6.6581,2
-92.469902,2
-85.076546,2
-83.791313,2
-97.248589,2
-118.13266,2
-94.626808,2
-111.82122,2
-121.906631,2
-76.305511,2
15.673,2
18.1616,2
13.856033,2
55.518021,2
55.099358,2
-101.855247,2
-75.662392,2
-92.106583,2
-157.852859,2
-84.856056,2
78.350891,2
-120.482941,2
-90.675453,2
-105.104561,2
-120.846268,2
102.866669,2
55.815128,2
4.04966,2
-0.35912,2
-83.075157,2
-122.558159,2
-80.005272,2
12.86432,2
126.717606,2
8.78485,2
-81.94986,2
-122.71434,2
-87.686119,2
-65.906281,2
-4.25892,2
10.35193,2
25.433331,2
-79.8946,2
11.0,2
26.066669,2
27.566801,2
-74.796501,2
33.241058,2
34.16148,2
-89.953026,2
-78.864197,2
-85.2528,2
-90.320946,2
-93.226303,2
-0.59541,2
38.746891,2
16.433889,2
75.212402,2
-83.043861,2
5.37884,2
7.17606,2
2.8664,2
-122.087845,2
-79.235329,2
-82.400879,2
-79.902519,2
-93.166992,2
-94.165565,2
37.523369,2
6.46691,2
5.80799,2
107.483002,2
5.98056,2
25.641939,2
-112.031029,2
-106.643066,2
-95.095055,2
-3.42793,2
13.31783,2
9.18742,2
8.576693,2
-111.300842,2
-93.596977,2
-82.982399,2
-111.973808,2
9.46867,2
137.725708,2
14.63971,2
151.083328,2
5.9826,2
-5.8058,2
17.940001,2
-1.13169,2
21.458401,2
10.96667,2
6.32363,2
8.66049,2
76.573807,2
77.816673,2
77.433327,2
90.27182,2
127.678848,2
130.300003,2
11.57684,2
11.7376,2
8.754467,2
7.44055,2
23.466669,2
101.696121,2
70.066673,2
-4.14305,2
78.016174,2
11.49465,2
12.55746,2
-6.88333,2
-2.20472,2
-0.01193,2
6.8007,2
7.013649,2
6.55671,2
-0.95032,2
-0.22419,2
-1.35678,2
-0.55239,2
-104.66687,2
153.032486,2
4.88333,2
19.87916,2
71.449287,2
5.60556,2
37.866669,2
8.90068,2
7.52351,2
8.81757,2
4.00959,2
23.546021,2
8.618712,2
2.80907,2
59.047218,2
8.516551,2
135.568909,2
101.443497,2
-6.41087,2
-0.2974,2
-0.43173,2
4.95,2
6.85,2
7.08568,2
8.098546,2
7.63834,2
11.18837,2
8.69087,2
2.10009,2
1.45607,2
-74.825729,2
-76.604546,2
-5.08186,2
41.43401,2
18.683889,2
24.35,2
-7.76667,2
2.74804,2
-0.6219,2
2.41253,2
1.376126,2
-2.38344,2
103.666466,2
74.590027,2
9.37869,2
136.649826,2
17.39312,2
16.16169,2
8.46358,2
-2.79902,2
1.67259,2
8.85747,2
7.59898,2
-0.45999,2
2.895488,2
48.806759,2
-97.166756,2
2.489615,2
13.68699,2
22.509171,2
4.959739,2
19.493349,2
9.81113,2
24.149927,2
7.2151,2
7.416488,2
12.06667,2
-7.816882,2
8.898746,2
22.767281,2
25.908583,2
34.962212,2
40.521938,2
6.75154,2
57.207016,2
4.70833,2
143.966675,2
10.954048,2
109.145622,2
11.02539,2
10.38333,2
31.36812,2
91.6875,2
29.428329,2
-5.547133,2
9.05222,2
8.72211,2
4.797103,2
30.54517,2
-81.827759,2
-122.52124,2
-119.177094,2
-79.891708,2
-118.243568,2
5.366667,2
-122.021942,2
-75.199844,1
12.50367,1
-74.003639,1
-97.386299,1
-77.087776,1
21.94528,1
-78.917694,1
-73.539352,1
-117.435051,1
-86.238647,1
-100.816467,1
19.836941,1
20.917013,1
-97.778091,1
4.47762,1
-73.093239,1
-71.892509,1
-83.966019,1
13.85636,1
26.18556,1
11.21716,1
73.302551,1
11.68104,1
8.60272,1
7.10529,1
10.45788,1
28.27417,1
-82.348671,1
-87.602676,1
-75.649628,1
-117.347397,1
15.2066,1
62.544201,1
114.068298,1
44.255829,1
-22.01667,1
17.91028,1
100.997581,1
100.5951,1
-105.23333,1
39.301109,1
-7.12153,1
-2.535275,1
26.996531,1
-9.13839,1
-107.916672,1
-82.383644,1
50.836571,1
-105.333328,1
-7.61199,1
10.53661,1
104.633331,1
-55.89608,1
10.55654,1
10.6007,1
9.0662,1
10.63333,1
9.385,1
9.27557,1
15.0499,1
101.095322,1
25.62904,1
100.777763,1
73.949997,1
-68.404312,1
-79.616669,1
29.431114,1
122.432198,1
14.5029,1
57.471848,1
9.57042,1
10.78901,1
9.55612,1
7.43333,1
27.92889,1
105.900093,1
21.55578,1
23.616671,1
60.643002,1
100.513252,1
38.120155,1
8.69491,1
5.16,1
35.367531,1
44.439159,1
116.156502,1
13.20271,1
-77.076637,1
56.107727,1
19.91972,1
21.734526,1
73.067924,1
21.66667,1
11.12839,1
-63.166862,1
21.511248,1
11.79011,1
16.17222,1
36.078133,1
14.49357,1
4.14085,1
-0.01667,1
3.96898,1
-1.87162,1
-0.63381,1
3.47583,1
-1.74799,1
37.55629,1
22.924999,1
29.030001,1
-72.600227,1
21.466669,1
121.050003,1
-9.38112,1
10.01534,1
8.70238,1
-8.90124,1
28.676746,1
18.56003,1
37.217781,1
12.36381,1
1.69582,1
43.880562,1
-64.525146,1
16.467381,1
9.03952,1
9.193632,1
6.96514,1
4.68764,1
47.76667,1
4.90003,1
6.99911,1
12.19918,1
11.03996,1
8.21667,1
1.36667,1
3.69171,1
7.17699,1
5.06667,1
2.45015,1
6.11976,1
8.21362,1
7.62571,1
6.77616,1
6.95,1
11.41171,1
9.6627,1
11.02346,1
6.91649,1
0.00963,1
-6.37344,1
4.98333,1
2.78186,1
7.83,1
6.05,1
100.137169,1
14.5135,1
6.561807,1
-0.69926,1
18.092409,1
5.58472,1
60.684761,1
8.49397,1
4.41656,1
-6.14139,1
6.5403,1
44.206566,1
125.688004,1
107.080124,1
47.653599,1
9.98822,1
35.463058,1
20.00528,1
-69.256813,1
24.566669,1
91.410004,1
7.66561,1
0.47339,1
2.73594,1
0.53267,1
-4.6895,1
-0.26519,1
2.7539,1
1.00288,1
2.71667,1
4.74703,1
1.71957,1
3.3964,1
2.17808,1
7.76257,1
8.52316,1
8.83227,1
8.24979,1
10.86922,1
4.4,1
-6.59361,1
-1.18651,1
3.38793,1
2.58789,1
4.916535,1
3.149528,1
102.288017,1
110.806107,1
114.009102,1
-66.850906,1
18.7642,1
8.79081,1
8.76966,1
31.037621,1
-71.419647,1
-1.35,1
-4.24687,1
-100.849998,1
37.559719,1
57.85479,1
35.492222,1
102.56675,1
52.802578,1
76.630989,1
20.387079,1
46.3587,1
13.27368,1
6.84715,1
9.0,1
10.248848,1
8.03181,1
73.98333,1
78.179169,1
10.18333,1
9.0414,1
8.538758,1
7.49642,1
-3.27155,1
-2.9382,1
-3.03631,1
-5.13317,1
6.8275,1
10.02537,1
6.96667,1
-2.1183,1
-0.24777,1
-0.76389,1
36.98333,1
77.699997,1
76.033333,1
80.050003,1
82.933327,1
74.5,1
72.79998,1
-1.5782,1
-5.56614,1
-2.56162,1
-6.46667,1
0.68871,1
-1.29124,1
0.31667,1
79.133331,1
78.166618,1
80.616669,1
75.75,1
74.144524,1
124.433998,1
17.513849,1
-58.984276,1
4.53461,1
14.74155,1
107.834999,1
168.350006,1
4.16519,1
35.833061,1
106.0158,1
20.549999,1
175.3302,1
15.39333,1
12.61656,1
9.085131,1
8.400298,1
10.011259,1
87.0,1
72.75,1
83.0,1
76.260223,1
80.284286,1
72.116669,1
132.899994,1
140.048828,1
137.949997,1
139.75,1
6.4473,1
77.133331,1
134.700104,1
128.468216,1
129.316422,1
127.047081,1
127.003914,1
11.11816,1
28.287106,1
36.291199,1
15.79558,1
38.801811,1
23.26667,1
-7.9,1
104.033333,1
24.383329,1
106.013153,1
103.900002,1
4.93964,1
39.888386,1
108.0,1
10.05,1
-83.397713,1
-83.128517,1
108.800011,1
9.90934,1
8.7959,1
10.0933,1
-74.356758,1
-76.995766,1
-72.594849,1
-80.102402,1
6.28333,1
133.088333,1
10.3632,1
11.578399,1
17.24317,1
-2.84363,1
-2.95156,1
-81.669861,1
-88.29425,1
107.217003,1
107.182999,1
105.149948,1
30.637159,1
5.67684,1
-70.603607,1
55.900002,1
39.106899,1
-93.51667,1
3.081,1
65.393608,1
76.113602,1
26.66667,1
-96.886391,1
36.187092,1
-73.979874,1
-86.36396,1
-94.829506,1
34.570198,1
-80.559906,1
-81.187309,1
-83.629433,1
8.91832,1
-84.257103,1
8.64441,1
-73.97422,1
-83.714409,1
-6.23298,1
-117.907562,1
-73.454163,1
-73.912445,1
-80.153236,1
-86.127487,1
-8.6199,1
145.134201,1
73.808983,1
5.98194,1
24.500261,1
5.04306,1
-67.139618,1
21.258217,1
-92.780899,1
-70.873672,1
-85.423866,1
16.158489,1
6.01389,1
71.76722,1
20.696899,1
12.9389,1
41.0261,1
17.749571,1
-102.26667,1
4.688763,1
44.010899,1
-97.497467,1
-122.50898,1
-83.651344,1
68.373589,1
58.891441,1
14.24976,1
-74.578331,1
20.40111,1
-88.308662,1
-120.436829,1
27.66667,1
-80.415993,1
-85.139252,1
-98.433647,1
-71.001961,1
3.0237,1
-63.349998,1
-107.8629,1
-80.538399,1
10.42766,1
-79.807091,1
-102.269363,1
-122.803474,1
-77.661102,1
-55.839539,1
3.08213,1
68.857384,1
23.9,1
44.62656,1
38.230282,1
50.527199,1
60.653332,1
-55.166821,1
68.26667,1
-8.99038,1
-73.979469,1
-83.486877,1
-114.16037,1
8.55715,1
30.346334,1
8.42446,1
-83.475815,1
-76.147697,1
-122.840103,1
-97.139946,1
-73.625908,1
-94.819435,1
-81.651886,1
-118.09346,1
14.07392,1
2.256513,1
-76.18013,1
-82.607788,1
-83.177971,1
-77.044151,1
4.65556,1
13.82906,1
18.191959,1
4.31667,1
13.27131,1
-0.14334,1
31.163891,1
-66.853645,1
53.23333,1
16.67247,1
8.32167,1
-76.220482,1
-157.803131,1
-88.138977,1
-117.017662,1
-82.387505,1
-118.081619,1
-76.172981,1
-88.043091,1
-105.937798,1
-72.099518,1
-119.11657,1
-92.668198,1
-111.850883,1
-88.613708,1
-122.098183,1
-81.858513,1
-96.81485,1
-72.631111,1
3.11162,1
-97.229324,1
6.67595,1
74.589996,1
-115.211403,1
-78.470421,1
-88.105087,1
-74.264191,1
-82.574867,1
-80.995613,1
-94.118866,1
-87.880798,1
-73.30349,1
-87.970352,1
-80.173927,1
-55.883331,1
9.4903,1
-94.733734,1
-87.844688,1
-83.468445,1
-83.010277,1
9.18284,1
41.123402,1
0.88826,1
-117.208878,1
-114.312912,1
-122.771492,1
-80.175964,1
-87.359451,1
-74.52404,1
-78.815849,1
-84.033615,1
-75.708817,1
-85.963974,1
-121.884727,1
19.263437,1
-80.236412,1
-117.650887,1
18.54179,1
42.15139,1
23.1,1
72.3741,1
57.51667,1
-6.00272,1
49.409199,1
-55.533329,1
31.997389,1
25.74374,1
106.400002,1
30.174417,1
-57.63591,1
109.23333,1
-117.271149,1
-120.234962,1
-82.988747,1
141.350098,1
23.033331,1
-98.38839,1
-118.064789,1
-84.490761,1
-79.392197,1
-81.378403,1
-88.372833,1
-118.353226,1
-73.060112,1
-88.609619,1
-85.659164,1
-96.845795,1
-77.001083,1
