longitude,count
-121.882942,5
11.02507,5
-121.953362,5
25.973372,5
6.55597,5
8.44907,5
8.73209,5
-96.892097,5
12.917068,5
-75.524406,5
-93.220276,5
-73.822845,5
23.783331,5
24.557644,5
106.682205,5
15.83271,5
9.25333,5
18.143368,5
9.95112,5
-81.233459,5
76.966576,5
-0.55893,5
-2.77348,5
-1.25596,5
-0.75565,5
-122.291405,5
10.216684,5
-79.519768,5
27.916691,5
7.48976,5
-69.988571,5
20.148239,5
106.316666,5
-117.137047,5
10.16582,5
4.348789,5
51.009838,5
100.549622,5
-100.316689,5
-117.914543,5
-79.386459,5
49.659595,5
-73.765999,5
-74.020416,5
12.55,5
-96.334557,5
-104.997101,5
6.44172,5
84.883331,5
117.936401,5
104.896332,5
113.5849,5
106.636963,5
104.623756,5
123.550629,5
6.29883,5
65.527206,5
119.009605,5
100.408783,5
-77.607857,5
-88.174507,5
44.501717,5
-66.105721,5
-117.863579,5
9.17582,5
101.58065,5
-2.4,5
-72.685303,5
2.13333,5
8.01667,4
7.866833,4
-1.76545,4
145.410202,4
103.850067,4
-2.35907,4
-3.52594,4
-79.297928,4
-74.911682,4
-84.2173,4
48.668453,4
2.600178,4
-97.741699,4
-80.14473,4
-87.928978,4
23.41667,4
-75.02346,4
-96.789803,4
115.865868,4
4.863457,4
-74.04789,4
-97.108063,4
5.1,4
-80.448677,4
-114.00441,4
2.23894,4
5.76677,4
-95.511299,4
10.45275,4
1.68651,4
-83.897247,4
-51.229687,4
-77.07637,4
-73.756187,4
5.428912,4
16.361629,4
105.983437,4
-1.40428,4
-77.687874,4
174.776047,4
11.55573,4
2.300276,4
-115.468376,4
-0.61905,4
-78.632301,4
2.017206,4
-73.617477,4
-79.507927,4
-71.363876,4
-100.438377,4
-2.05676,4
-77.410561,4
145.233337,4
-79.344238,4
0.90421,4
-92.420532,4
6.0625,4
-118.405518,4
-81.949532,4
-73.939804,4
76.916672,4
4.61313,4
-93.093269,4
-97.979591,4
100.645935,4
37.529839,4
24.116671,4
73.415543,4
14.91667,4
-1.78094,4
151.416672,4
-73.049149,4
-79.383904,4
116.996941,4
-0.580795,4
6.63874,4
140.650223,4
106.78981,4
-113.523933,4
-113.943893,4
-77.433182,4
-63.582207,4
-3.2,4
87.110146,4
35.304169,4
-110.966698,4
-2.20595,4
-15.413403,4
-2.614622,4
-6.29944,4
13.88157,4
-0.63292,4
11.36736,4
-4.72353,4
-112.034477,4
-122.569695,4
-97.847656,4
10.62192,4
-47.33139,4
112.20472,4
53.18,4
139.986938,4
34.799095,4
-123.114403,4
29.917011,4
103.529579,4
-93.622704,4
136.905518,4
-95.477882,4
-3.83333,4
-2.96667,4
14.10808,4
-111.962723,4
1.6172,4
11.62071,4
-97.61142,4
7.61667,4
-106.634521,4
-80.990051,4
-16.726,4
-71.759506,4
145.133636,4
30.110201,4
-96.948891,4
6.661934,4
-82.982887,4
-58.178394,4
6.08029,4
-5.95,4
-39.06472,4
-89.469841,4
-73.567368,4
-49.509998,4
-73.580704,4
-49.066193,4
-73.049591,4
24.015556,4
101.424141,4
6.01348,4
152.975174,4
-80.66983,4
-83.165459,4
-84.550186,4
-79.523315,4
7.995018,4
37.730759,4
153.430878,4
-118.805626,4
0.15431,4
-0.20256,4
-0.03345,4
-96.638878,4
59.983849,4
-83.632401,4
52.410477,4
1.43663,4
-3.711606,4
-79.52227,4
-1.46523,4
-60.025002,4
20.494087,4
13.76667,4
10.97512,4
2.82465,4
32.323872,4
8.720989,4
-68.827087,4
59.606331,4
-3.2041,4
-83.114128,4
-122.43148,4
-87.48127,4
55.26667,4
7.771339,4
13.48855,4
11.43151,4
-2.89189,4
100.183327,4
-118.144302,4
-0.02085,4
101.654999,4
101.691116,4
-1.04196,4
98.453613,4
86.083115,4
-87.86071,4
-1.42522,4
20.783215,4
12.62194,4
9.36086,4
12.27343,4
9.355921,4
-75.605438,4
7.4514,4
5.324041,4
2.562761,4
18.233269,4
9.686889,4
12.081742,4
9.610597,4
110.333305,4
-0.47961,4
7.278703,4
11.34416,4
14.210287,4
-77.02655,4
17.083261,4
11.39454,4
10.81702,4
-110.949837,4
117.360832,4
38.491661,4
-66.665962,4
102.26342,4
-74.481537,4
-72.075958,4
-1.09275,4
25.468292,4
13.359668,4
20.633329,4
-65.222664,4
-3.66836,4
108.556999,4
35.52861,4
100.884087,4
46.291901,4
151.138245,4
-73.127113,4
-82.822975,4
-91.540504,4
114.683327,4
-85.925201,4
-0.40443,4
-73.624763,4
-97.678711,4
-122.289062,4
37.611111,4
7.166568,4
47.978329,4
-73.743324,4
35.712379,4
-8.723284,4
6.80487,4
-2.85,4
-80.936119,4
-75.025726,4
21.316652,4
8.21425,4
13.29168,4
-104.847702,4
24.76232,4
11.86267,4
-91.585022,4
-121.874916,4
10.87226,4
-83.022964,3
-83.475487,3
4.54444,3
-7.39442,3
21.99901,3
-74.323875,3
-95.456017,3
2.92185,3
-8.419867,3
-112.818535,3
-71.086304,3
76.940315,3
37.122219,3
-80.549507,3
-91.872559,3
116.116669,3
-81.226517,3
-106.483192,3
50.876328,3
-6.580458,3
-73.610123,3
-76.494522,3
2.28705,3
74.866661,3
31.460039,3
-88.19706,3
56.28043,3
36.201061,3
-88.415382,3
23.27165,3
69.381668,3
-98.23333,3
-74.977219,3
108.32,3
0.55292,3
6.20139,3
131.722778,3
39.75629,3
37.46402,3
34.110924,3
6.09133,3
25.82111,3
-2.12296,3
1.49129,3
-70.934174,3
-71.12925,3
-96.263885,3
-85.308212,3
-121.955925,3
4.38889,3
22.290159,3
-98.489349,3
0.06094,3
-122.168358,3
-82.403755,3
6.54565,3
7.28559,3
-95.092224,3
24.683331,3
58.566849,3
4.989322,3
-1.2,3
23.316755,3
39.947659,3
-87.906471,3
-117.30088,3
