asn,count
9997,2
26383,2
137331,2
211597,2
48166,2
18371,2
7600,2
51001,2
61102,2
40980,2
200651,2
9708,2
59953,2
35366,2
135139,2
25260,2
45146,2
35100,2
9780,2
44030,2
24554,2
131366,2
38493,2
35805,2
33873,2
211559,2
39679,2
47674,2
29046,2
142389,2
31452,2
41075,2
149132,2
211585,2
30999,2
198440,2
59598,2
262191,2
7624,2
2609,2
206254,2
47169,2
198859,2
9943,2
49375,2
6661,2
262954,2
201211,2
12310,2
47576,2
328668,2
141547,2
51375,2
60377,2
42541,2
6568,2
16223,2
60672,2
44679,2
199335,2
3549,2
23601,2
23688,2
39521,2
23956,2
49467,2
50542,2
9578,2
202914,2
60178,2
38510,2
16125,2
9954,2
57630,2
23574,2
19653,2
7720,2
39286,2
134428,2
140733,2
134823,2
39543,2
24504,1
31736,1
138182,1
149922,1
27411,1
24991,1
40476,1
5716,1
20392,1
20655,1
63969,1
61976,1
34857,1
48249,1
56898,1
9678,1
35819,1
1640,1
394177,1
11996,1
32508,1
395922,1
53859,1
199608,1
39001,1
210574,1
205714,1
205171,1
50718,1
59729,1
37540,1
27866,1
31272,1
213093,1
138131,1
197216,1
20804,1
45814,1
41801,1
131183,1
20714,1
12364,1
131392,1
6858,1
44484,1
57935,1
63491,1
59497,1
50591,1
56330,1
267722,1
150210,1
57378,1
9825,1
42683,1
13046,1
51178,1
201789,1
207604,1
136134,1
137551,1
59711,1
29423,1
16654,1
44034,1
3268,1
137409,1
21599,1
13000,1
135909,1
15440,1
21446,1
47252,1
138358,1
51624,1
20911,1
23991,1
44943,1
50676,1
212441,1
208800,1
263799,1
44682,1
16178,1
63746,1
204279,1
55352,1
21017,1
262913,1
34351,1
199634,1
9230,1
202852,1
44555,1
58495,1
58136,1
328727,1
204170,1
329029,1
265531,1
34604,1
206003,1
212023,1
17539,1
2854,1
36996,1
21021,1
139989,1
43132,1
199508,1
34619,1
200982,1
199420,1
63526,1
9835,1
56534,1
136255,1
269023,1
56399,1
396234,1
42971,1
206080,1
51074,1
21050,1
37671,1
131418,1
39442,1
3382,1
15836,1
41009,1
48737,1
14638,1
205424,1
210021,1
56352,1
44441,1
150828,1
5516,1
47558,1
60554,1
43350,1
59784,1
28725,1
204457,1
48309,1
39032,1
199785,1
201825,1
29486,1
207619,1
52512,1
8048,1
43925,1
4787,1
39593,1
135998,1
36445,1
38779,1
37468,1
15683,1
41727,1
63734,1
34577,1
150495,1
213035,1
50463,1
38758,1
45543,1
52378,1
42910,1
21271,1
38901,1
38600,1
50516,1
35710,1
197549,1
30766,1
28804,1
41798,1
138156,1
6696,1
207203,1
17471,1
50489,1
200924,1
208988,1
6659,1
208235,1
31438,1
57154,1
141584,1
57673,1
49107,1
10208,1
206264,1
37154,1
29256,1
15525,1
49368,1
42350,1
3900,1
225,1
16397,1
151338,1
10098,1
137698,1
20960,1
204076,1
38805,1
202127,1
4775,1
56233,1
197765,1
149816,1
48011,1
328992,1
17826,1
55994,1
24147,1
18239,1
146758,1
56282,1
200519,1
211823,1
199578,1
139141,1
397332,1
10073,1
56791,1
135068,1
39029,1
8585,1
57344,1
135654,1
31598,1
27879,1
47810,1
45650,1
46019,1
203747,1
131090,1
8376,1
13165,1
35645,1
38710,1
57389,1
39247,1
136948,1
39125,1
211459,1
132304,1
9308,1
138029,1
135061,1
141029,1
9814,1
18429,1
136950,1
63981,1
50187,1
150915,1
132165,1
265749,1
147129,1
25124,1
64315,1
56441,1
4641,1
37965,1
31972,1
24143,1
140330,1
29399,1
50261,1
63731,1
140068,1
207046,1
9162,1
207876,1
140083,1
269198,1
270405,1
28178,1
38277,1
23910,1
148969,1
38364,1
28658,1
270439,1
61811,1
262502,1
28580,1
37018,1
34629,1
41750,1
4540,1
7738,1
8685,1
268787,1
265175,1
52871,1
23252,1
28124,1
52655,1
48096,1
36866,1
4765,1
30988,1
33763,1
133201,1
55996,1
34550,1
23953,1
29007,1
28635,1
268850,1
262889,1
10733,1
396338,1
823,1
146814,1
57152,1
27725,1
198259,1
47618,1
34040,1
206262,1
270092,1
44257,1
513,1
38,1
149440,1
38680,1
199061,1
63932,1
266057,1
1002,1
267587,1
269377,1
263250,1
131775,1
31420,1
43782,1
30975,1
50748,1
203003,1
31250,1
211567,1
52180,1
33576,1
28907,1
43581,1
60077,1
21246,1
202973,1
39440,1
205399,1
14988,1
24020,1
263269,1
262542,1
138890,1
44050,1
205400,1
7411,1
263237,1
46055,1
57085,1
50115,1
42755,1
60111,1
47379,1
29497,1
42908,1
11888,1
5550,1
44395,1
149384,1
41435,1
262493,1
395254,1
52771,1
266462,1
53356,1
262463,1
272195,1
262369,1
266059,1
262748,1
267614,1
36817,1
270485,1
52737,1
28260,1
210356,1
52604,1
52532,1
55884,1
58686,1
45763,1
137549,1
207151,1
50818,1
2094,1
2850,1
33930,1
51942,1
28195,1
21574,1
53137,1
19515,1
53003,1
204154,1
139660,1
2060,1
34177,1
34088,1
39617,1
39545,1
8530,1
12496,1
48518,1
52774,1
400511,1
26223,1
54288,1
26930,1
8069,1
135010,1
209155,1
48549,1
60426,1
18101,1
136647,1
23860,1
776,1
9003,1
264358,1
268560,1
48430,1
204259,1
206448,1
57982,1
8849,1
133612,1
132816,1
328068,1
49732,1
272027,1
40981,1
209480,1
58972,1
199909,1
60294,1
39555,1
133275,1
135872,1
133001,1
136475,1
135822,1
137035,1
18196,1
58640,1
150024,1
138225,1
133255,1
59165,1
134026,1
56272,1
45194,1
24699,1
133695,1
135170,1
21788,1
34804,1
268490,1
138095,1
42742,1
49776,1
207569,1
15128,1
138296,1
138767,1
45769,1
149240,1
141300,1
135780,1
18313,1
132116,1
46051,1
212728,1
28352,1
210616,1
42675,1
61236,1
135847,1
150623,1
135861,1
134009,1
17529,1
55900,1
17518,1
141815,1
2554,1
63902,1
17845,1
997,1
19337,1
200964,1
45302,1
205313,1
52351,1
9002,1
48940,1
55592,1
7623,1
9976,1
140646,1
23714,1
34790,1
44844,1
15133,1
25160,1
150191,1
149682,1
201691,1
400619,1
131628,1
150171,1
58521,1
205770,1
48438,1
53486,1
34786,1
131921,1
399275,1
33829,1
395111,1
13645,1
43060,1
36375,1
212607,1
208308,1
53848,1
400529,1
38661,1
4663,1
134677,1
138219,1
206888,1
198580,1
62005,1
46997,1
46473,1
400385,1
398335,1
62731,1
56807,1
135373,1
131685,1
393889,1
132300,1
208485,1
30456,1
49242,1
30177,1
46719,1
53785,1
43431,1
33333,1
53823,1
397142,1
198968,1
203791,1
394568,1
12093,1
12831,1
2701,1
6124,1
47,1
60323,1
40545,1
200454,1
398789,1
400194,1
26397,1
135752,1
53274,1
6356,1
38296,1
57332,1
200487,1
42495,1
693,1
160,1
400521,1
394896,1
394957,1
19564,1
394814,1
210756,1
6106,1
1249,1
40220,1
55,1
60720,1
213005,1
32666,1
399244,1
13789,1
16713,1
53508,1
62164,1
394381,1
5742,1
33436,1
13825,1
48416,1
63989,1
15119,1
10631,1
395662,1
394625,1
10455,1
40285,1
47241,1
21565,1
53610,1
23033,1
50131,1
19323,1
7782,1
26472,1
396948,1
141518,1
206756,1
34569,1
48061,1
47594,1
25451,1
393442,1
16717,1
396362,1
20394,1
32709,1
62759,1
23316,1
2547,1
197845,1
60464,1
204603,1
31476,1
262285,1
60148,1
149118,1
394065,1
26073,1
399045,1
35986,1
7941,1
202015,1
31841,1
32890,1
210555,1
56571,1
50316,1
206617,1
1246,1
14742,1
400587,1
33734,1
400716,1
398493,1
11442,1
201364,1
56380,1
18907,1
45316,1
21506,1
139080,1
9389,1
28716,1
62275,1
60273,1
53107,1
56765,1
21100,1
134790,1
63510,1
45552,1
211440,1
8094,1
51223,1
49515,1
328016,1
56433,1
6879,1
50195,1
37503,1
39214,1
8248,1
30729,1
15497,1
60494,1
265561,1
1161,1
44512,1
2842,1
37353,1
17421,1
64022,1
141425,1
205614,1
25229,1
4508,1
44789,1
202662,1
9769,1
38592,1
26609,1
39378,1
209260,1
197623,1
26218,1
8865,1
53111,1
48371,1
210793,1
16698,1
37063,1
38153,1
56709,1
28068,1
1547,1
59147,1
38496,1
27981,1
52674,1
201189,1
20870,1
1040,1
399626,1
4616,1
61955,1
39702,1
51978,1
42873,1
207790,1
8937,1
206880,1
208814,1
198930,1
9135,1
199417,1
213281,1
29413,1
5520,1
20810,1
201901,1
203792,1
16148,1
211179,1
51795,1
10557,1
24344,1
41165,1
28296,1
38229,1
268737,1
28589,1
204672,1
271145,1
61135,1
196819,1
30742,1
44814,1
141623,1
9113,1
3285,1
262253,1
56529,1
35032,1
21310,1
45542,1
140826,1
21497,1
49028,1
51809,1
10198,1
9781,1
44194,1
60032,1
202282,1
131582,1
18038,1
41653,1
48305,1
45014,1
202306,1
42845,1
209040,1
14956,1
202271,1
197637,1
48927,1
13039,1
200740,1
44842,1
1712,1
57809,1
210732,1
3748,1
54527,1
43108,1
212374,1
23122,1
10010,1
41230,1
2027,1
56329,1
200435,1
34422,1
42689,1
137615,1
56798,1
34248,1
42306,1
25180,1
57696,1
5500,1
17613,1
43207,1
198545,1
57633,1
8218,1
138608,1
200136,1
207645,1
24549,1
33781,1
42611,1
50917,1
9605,1
8468,1
42846,1
17597,1
6735,1
8820,1
200110,1
199468,1
206728,1
20895,1
29939,1
43915,1
51943,1
47869,1
3238,1
31705,1
57227,1
23980,1
17603,1
28891,1
18031,1
2875,1
210785,1
20161,1
10164,1
9946,1
28590,1
264765,1
150243,1
10045,1
9686,1
49434,1
7622,1
7671,1
56893,1
139482,1
43667,1
15870,1
47954,1
207821,1
202919,1
209856,1
263683,1
49872,1
36471,1
262663,1
3326,1
42678,1
49994,1
38697,1
56919,1
44761,1
21309,1
51200,1
23888,1
328596,1
25274,1
201224,1
44894,1
17615,1
29773,1
28701,1
210281,1
12512,1
204038,1
34624,1
33828,1
31213,1
8510,1
212278,1
35758,1
31163,1
52233,1
52015,1
135310,1
1853,1
37053,1
27768,1
63741,1
48330,1
134375,1
52184,1
9365,1
15373,1
263422,1
199390,1
197453,1
149621,1
47886,1
13761,1
203561,1
44313,1
268212,1
9044,1
51724,1
50670,1
142596,1
212174,1
23668,1
18207,1
25376,1
21473,1
45815,1
397168,1
207507,1
138398,1
58437,1
47678,1
327776,1
149534,1
20953,1
12693,1
15388,1
203536,1
9952,1
9186,1
12779,1
45577,1
55958,1
39821,1
201971,1
267486,1
44999,1
268207,1
43936,1
9546,1
7650,1
55660,1
37907,1
44700,1
198726,1
44335,1
48596,1
8859,1
50477,1
394180,1
327901,1
208258,1
25100,1
41627,1
10715,1
212128,1
59210,1
43270,1
35415,1
51469,1
200325,1
40702,1
7203,1
394982,1
31593,1
9354,1
17806,1
23808,1
262589,1
204779,1
205692,1
132779,1
30745,1
56668,1
15924,1
55423,1
31349,1
29084,1
47273,1
46320,1
48803,1
60095,1
49743,1
264926,1
263289,1
11114,1
13246,1
41670,1
263061,1
146943,1
46469,1
20021,1
10546,1
22878,1
40819,1
29329,1
34171,1
44575,1
36040,1
212216,1
41364,1
12993,1
131207,1
395409,1
201466,1
12118,1
54252,1
39572,1
2033,1
14589,1
15299,1
20472,1
262318,1
150627,1
43901,1
37594,1
41661,1
138106,1
21365,1
36907,1
19237,1
14361,1
393398,1
53340,1
54163,1
59371,1
263022,1
21367,1
59279,1
266284,1
56038,1
264210,1
328840,1
28637,1
262237,1
206479,1
204915,1
8495,1
201011,1
200735,1
32780,1
57844,1
209478,1
34758,1
206892,1
200410,1
10094,1
63979,1
211588,1
52677,1
139378,1
60602,1
42020,1
269838,1
35533,1
141892,1
6823,1
2840,1
209861,1
51604,1
5588,1
327983,1
60651,1
49985,1
41566,1
9085,1
20692,1
149948,1
24953,1
47406,1
48904,1
131178,1
60435,1
202128,1
57788,1
203815,1
16686,1
202682,1
263114,1
35352,1
28952,1
262818,1
56475,1
328178,1
132678,1
61272,1
204983,1
41783,1
35393,1
197712,1
39962,1
202618,1
202509,1
42343,1
9125,1
48602,1
45027,1
15899,1
266039,1
137125,1
133648,1
3484,1
134862,1
51500,1
9268,1
12849,1
41419,1
204108,1
34959,1
34093,1
58898,1
9583,1
395965,1
34622,1
58096,1
263316,1
52944,1
212241,1
49535,1
15535,1
51059,1
31052,1
13189,1
41369,1
197083,1
49677,1
25468,1
9166,1
60496,1
56694,1
44546,1
31430,1
206774,1
48474,1
9449,1
207547,1
42882,1
328228,1
198820,1
37340,1
263623,1
2764,1
42387,1
15516,1
8745,1
13332,1
57093,1
269479,1
34296,1
34743,1
15311,1
29013,1
212663,1
21299,1
205111,1
20634,1
269027,1
60455,1
31203,1
43061,1
38987,1
137656,1
209583,1
51390,1
201041,1
50562,1
38952,1
47834,1
202237,1
52335,1
4686,1
202591,1
208906,1
48926,1
34420,1
52436,1
25534,1
49223,1
149588,1
5479,1
679,1
49101,1
37315,1
49604,1
27680,1
41763,1
136107,1
58955,1
56983,1
262989,1
49907,1
41833,1
2561,1
37725,1
35579,1
61400,1
50584,1
58641,1
200223,1
1128,1
50625,1
211251,1
201401,1
60163,1
35717,1
43424,1
57739,1
20626,1
50186,1
197336,1
35539,1
29300,1
262494,1
8749,1
29278,1
209835,1
41959,1
42148,1
149391,1
35790,1
56158,1
21001,1
239,1
5418,1
138637,1
207883,1
50231,1
12374,1
8489,1
31333,1
12941,1
35329,1
202269,1
12969,1
47132,1
60458,1
17941,1
25159,1
60764,1
203140,1
44500,1
11556,1
56833,1
20723,1
139562,1
24213,1
137967,1
5394,1
59668,1
263702,1
399289,1
8386,1
36994,1
39647,1
27831,1
61358,1
42232,1
134937,1
262516,1
131445,1
270316,1
327808,1
262411,1
59686,1
207156,1
210321,1
267413,1
393249,1
44061,1
56631,1
262761,1
47193,1
35444,1
58590,1
399016,1
2588,1
207355,1
53122,1
8280,1
24608,1
135450,1
205001,1
11432,1
59684,1
42775,1
198642,1
37182,1
51300,1
37239,1
30848,1
25190,1
42298,1
24233,1
207459,1
48045,1
26996,1
24173,1
41268,1
211871,1
2843,1
31510,1
39217,1
51681,1
203394,1
50920,1
5664,1
200030,1
13155,1
41281,1
43709,1
47989,1
202958,1
54643,1
41960,1
50728,1
50446,1
51210,1
59674,1
42964,1
5690,1
204564,1
52925,1
35223,1
199103,1
59833,1
56837,1
43172,1
208034,1
206245,1
15954,1
132322,1
38930,1
3161,1
13022,1
209746,1
21479,1
266009,1
20741,1
6503,1
201237,1
17705,1
22689,1
39122,1
11830,1
56690,1
17931,1
135932,1
198668,1
41535,1
198717,1
328633,1
52106,1
42375,1
49761,1
52938,1
7040,1
141226,1
48161,1
44988,1
57760,1
212763,1
49457,1
10013,1
55745,1
208001,1
39540,1
134739,1
55288,1
31363,1
141265,1
27923,1
35179,1
16185,1
42122,1
23807,1
141950,1
16232,1
212369,1
38917,1
213252,1
25398,1
2500,1
213145,1
45298,1
6535,1
11290,1
201924,1
135311,1
202616,1
21405,1
41557,1
196863,1
140599,1
209537,1
34123,1
262178,1
211409,1
47223,1
23655,1
43700,1
18809,1
24541,1
36829,1
28292,1
61108,1
206610,1
202103,1
44377,1
23859,1
136279,1
20657,1
267507,1
133480,1
134180,1
50448,1
49627,1
29667,1
48661,1
23862,1
136514,1
51515,1
28391,1
61424,1
12905,1
27747,1
48089,1
39024,1
16117,1
47626,1
63962,1
19037,1
4800,1
60414,1
47794,1
17917,1
34245,1
39306,1
34665,1
135071,1
50971,1
29468,1
47269,1
35593,1
43758,1
212640,1
61189,1
57795,1
60341,1
199883,1
8587,1
201476,1
28885,1
57866,1
60610,1
15693,1
30870,1
5419,1
24642,1
44043,1
31960,1
19893,1
32877,1
53941,1
395354,1
11372,1
265462,1
198130,1
393740,1
44684,1
49424,1
211497,1
24446,1
29581,1
135063,1
208626,1
17216,1
399337,1
32478,1
399606,1
208949,1
137425,1
6058,1
28847,1
12013,1
5606,1
213387,1
35425,1
264649,1
9260,1
21581,1
43476,1
35316,1
61964,1
202302,1
13576,1
396426,1
400615,1
32145,1
21700,1
48685,1
31463,1
43614,1
47625,1
61154,1
198352,1
199490,1
26617,1
210086,1
42751,1
51579,1
231,1
15129,1
15164,1
400494,1
54665,1
19084,1
399856,1
133271,1
29479,1
9607,1
28306,1
60422,1
24848,1
400427,1
16895,1
30170,1
14936,1
61461,1
11994,1
51612,1
42304,1
32,1
39686,1
61349,1
48287,1
15149,1
63834,1
270353,1
45459,1
15935,1
199648,1
53451,1
40531,1
51089,1
10587,1
33477,1
397511,1
395571,1
10364,1
15100,1
109,1
11708,1
16863,1
21743,1
62943,1
18762,1
19008,1
50,1
399296,1
400633,1
21976,1
11403,1
394752,1
25710,1
36223,1
395846,1
30119,1
12231,1
210630,1
36508,1
22394,1
17385,1
40749,1
11448,1
12261,1
400469,1
13428,1
4459,1
1448,1
11067,1
29894,1
22051,1
18474,1
29649,1
34500,1
50825,1
58915,1
34385,1
137707,1
211642,1
24839,1
395035,1
36394,1
396905,1
19133,1
11183,1
11525,1
399049,1
12028,1
399629,1
4130,1
33566,1
395719,1
23155,1
1224,1
53740,1
394907,1
395510,1
30432,1
207279,1
2734,1
24532,1
46632,1
131618,1
22009,1
131934,1
51444,1
21766,1
397473,1
29838,1
54579,1
400186,1
40197,1
211826,1
22552,1
25921,1
32298,1
203901,1
200889,1
213220,1
198758,1
38627,1
59693,1
53587,1
49126,1
14380,1
62579,1
395379,1
395658,1
23342,1
139432,1
211999,1
31679,1
