jarm,count
3fd3fd0003fd3fd00043d3fd3fd43d640cc6d942b3128589fe30cebb38d41c,27
27d27d27d00027d1dc42d42d0000001648ff935445c74aad4e1d9c3d3aaa6f,27
21d19d00021d21d00042d43d0000001cf1edc2aa7242ae5c6e08704bc03530,26
27d27d27d00027d1dc27d27d27d27d3446fb8839649f251e5083970c44ad30,26
2ad2ad0002ad2ad00042d42d0000000a5f02847ec7d262f8dcbfaa6508ecf9,26
07d19d1ad21d21d07c42d43d0000009424803a662b126a748cf4f90707a33c,26
29d29d15d29d29d00041d41d0000004b86cf883937e6feb1dd39cad97eaf62,26
29d29d15d29d29d00042d42d0000004b86cf883937e6feb1dd39cad97eaf62,26
2ad2ad16d00000022c42d42d0000009e418dd6819650d6c2822fdf1ff5b75d,26
29d2ad00029d29d00042d43d00000023f2ae7180b8a0816654f2296c007d93,26
29d29d00029d29d00029d29d29d29df89dc96d81ac2281b1c9c243428fdee7,26
27d40d40d00040d00042d43d000000b005dcf74389b23643b7b7ae583c3dfa,26
1dd40d40d00040d00042d43d0000007d9a2df75fc17326c15d1e44e597e360,26
15d3fd16d29d29d00042d43d000000fb990e9ecd59d220cfc6dabb1f390b0e,26
3fd3fd0003fd3fd00042d43d0000005d86ccb1a0567e012264097a0315d7a7,25
29d29d00029d29d00041d41d0000000464fb8c6842ac133bede81390a48134,25
27d27d27d00027d00041d41d00041dcc78da32f8fd1d367ac8319618bf1776,25
27d40d40d00040d00027d40d27d40dbc9595a9e7036a6bc0deff9a2ae690e7,25
3fd3fd0003fd3fd00042d42d0000005d86ccb1a0567e012264097a0315d7a7,25
27d27d27d00027d00027d27d27d27ddc225751d8e917387634028f1ce6bcf4,25
28d28d28d00028d00028d28d28d28d9264f676a44e3d351f05cdbb4541c85e,25
3fd21c20d00000021c43d21c21c43d76e1f79b8645e08ae7fa8f07eb5e4202,25
29d29d15d29d29d00042d42d000000b3ea4c325e0e633ab004824f5ec8b5eb,25
2ad2ad0002ad2ad00042d43d0000008aec5bb03750a1d7eddfa29fb2d1deea,24
3fd3fd20d00000000043d3fd3fd43da936ab0256fab25eca082941d14e3ece,24
1dd40d40d00040d00042d43d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,24
27d27d27d00027d00041d41d000000aa5feb68b57d31b6dc713b6917a988e3,24
16d3fd16d29d29d00042d43d0000009e5d3a316e7cccd6bbfaf756c222effa,24
15d2ad16d29d29d00015d2ad15d29d4ae9b4bdefdd3ecba0b4a5c508a54f3a,24
29d29d15d29d29d00041d41d0000005fd00fabd213a5ac89229012f70afd5c,24
2ad2ad16d2ad2ad00042d42d000000db3005dbc16a227cf7e4bc8a02941d5b,24
29d29d16d29d29d21c42d42d000000f32b46bb363c1d114f3d1b5a3cfbaa76,24
1dd40d40d00040d00042d43d0000001b0c486b0c0bae33c7ce67177fe8bab5,24
2ad2ad0002ad2ad0002ad2ad2ad2adce49238b62fc566f8bdb579566d23d07,24
2ad2ad16d2ad2ad0002ad2ad2ad2addd500b789c2a68f74cdd870d7910152a,23
29d29d15d29d29d21c29d29d29d29d21ce4eed32174656499cf8d445b1a6e3,23
15d2ad16d29d29d00015d2ad15d29dce1c3a13ea772a5e6542f21e67daf369,23
2ad2ad16d2ad2ad22c2ad2ad2ad2ad12a951e3dc1fb488bb5af6c37ee69fec,23
28d28d28d00028d00042d42d0000007d9a2df75fc17326c15d1e44e597e360,22
2ad2ad16d2ad2ad22c2ad2ad2ad2ad92c32e54b47f0f89cca85ab1615a4c10,22
40d40d40d00040d00042d42d000000d6376f1d8fe64877806a85a008c1c790,22
3fd3fd16d3fd3fd21c42d42d000000a8d52b2e606af78e33e5cbcbcdeb78a6,22
21d19d00021d21d21c21d19d21d21dd63eb481052cd655ca2b1b4e0f7740c9,22
22b22b00022b22b22b22b22b22b22bfb8420aff03e5374ca4fa4df6e5c5114,22
40d40d40d00040d00042d43d000000e1ea2a807a629b496b664cf07ad7c08d,21
27d27d27d00027d00042d42d000000d6376f1d8fe64877806a85a008c1c790,21
3fd3fd0003fd3fd0003fd3fd3fd3fde1a3c0d7ca6ad8388057924be83dfc6a,21
2ad2ad16d2ad2ad0002ad2ad2ad2ad1b1a8f2a04764dc01c106099c2a4127a,21
27d3ed3ed0003ed00042d43d00041df04c41293ba84f6efe3a613b22f983e6,21
3fd3fd0003fd3fd21c3fd3fd3fd3fdcb923bdf24d76ffa93e37532e1a9239b,21
27d27d27d00027d00042d42d000000aa5feb68b57d31b6dc713b6917a988e3,20
40d1db40d0000001dc43d1db1db43d76e1f79b8645e08ae7fa8f07eb5e4202,20
29d29d00029d29d00042d42d00000090d94d1f02cef4051cfd1d66dbe44eb0,20
28d28d28d00028d00042d42d00000051af7d8070a18e002eaaedf620fa118c,20
27d27d27d00027d00042d43d00041de2e563ee0d1902aeebdf8197560d8f75,20
29d29d00029d29d22c29d29d29d29d6a7bd8f51d54bfc07e1cd34e5ca50bb3,20
29d29d15d29d29d00042d42d0000009435214b849738c4ebab4534b5d158dd,20
07d19d1ad21d21d00042d43d00000038be094e9a420314322f4c6c9341ddac,20
2ad2ad0002ad2ad22c2ad2ad2ad2ada89a92102ec88d25c11e71ac013f0c0e,20
3fd3fd0003fd3fd0003fd3fd3fd3fd33c8b328f3568a7c72e1a441e5a1d146,20
29d29d00029d29d21c29d29d29d29df87756699516520cdc45e9e59a5a77db,19
29d29d00029d29d00042d42d0000008aec5bb03750a1d7eddfa29fb2d1deea,19
28d28d28d00028d00042d42d0000004ac24e77d76646867f0f6a0c6d9b9bb0,19
3fd3fd15d3fd3fd21c42d42d0000006f254909a73bf62f6b28507e9fb451b5,19
0002ad00000000022c42d42d00000009f1eb1749b1a3453b336be3e9d73739,19
27d27d27d00027d1dc27d27d27d27d294585f37ce513fb79e319eec5bdfb4f,19
2ad2ad16d2ad2ad00042d42d000000a0d14c559c674ff8857d4e511e7563d1,19
2ad2ad16d2ad2ad22c2ad2ad2ad2adc80334825071f8ff93376ac14c5a331f,19
29d29d00029d29d00029d29d29d29d00efabaa2e194cf5d86dd52d92433bab,19
07d19d12d21d21d07c42d43d0000009424803a662b126a748cf4f90707a33c,19
29d29d15d29d29d00042d42d000000847839e71b83c3bbd433f221199255cc,18
29d29d00029d29d00041d41d00000045d9c61f898d3d72d7a153fdd2347f3c,18
2ad2ad0002ad2ad0002ad2ad2ad2ad5367dd7e1b5519f6c6bcd2f69e963253,18
2ad2ad0002ad2ad00042d42d000000591965a32830c32b3ad57d4bfd247359,18
29d29d00029d29d21c29d29d29d29d703dc1bf20eb9604decefea997eabff7,18
2ad2ad16d2ad2ad00042d42d00042d637f1941fb5e3e0e1927049e6d30b58b,18
07d14d16d21d21d00042d43d0000008d53d0924764ea03dc77159eb8f2acf1,18
29d29d00000000000042d42d000000dd5c266caaa8baaf93008418f7774284,18
26d26d16d26d26d22c26d26d26d26dfd9c9d14e4f4f67f94f0359f8b28f532,18
29d29d00029d29d21c42d42d0000008a5941c13f67e0c0a2c8a36bfeef6920,18
15d3fd16d29d29d00042d43d0000009e5d3a316e7cccd6bbfaf756c222effa,18
2ad2ad00000000022c000000000000982353f15bc6d0de9c58a260524d473e,17
2ad2ad16d2ad2ad00042d42d00042da10425387a7358a0bd4cdcfee594e688,17
1dd40d40d00040d0001dd40d1dd40dad4cbe752ff80e7561e397c48caaa96c,17
27d27d27d00027d00042d42d000000d2e61cae37a985f75ecafb81b33ca523,17
29d29d15d29d29d21c29d29d29d29d89cd2abd9b188d3b42762a4c6aa7ff72,17
29d29d00029d29d22c42d42d000000c1fc3d47ef34532079f4922fcb05ef65,17
29d29d00029d29d00042d42d000000b16bfddd492e97eb9be60263f80cba4d,17
20d19d20d21d20d00042d43d0000004c02e61e96dd0a7ac239d8564cd3eaff,17
2ad2ad16d0000000002ad2ad2ad2ad4f15b498fc14765e272352d5d47e95b4,17
29d29d00029d29d00029d29d29d29dce319294781f0e12867fd06896a000ea,17
2ad2ad16d2ad2ad00042d42d00042d6c16758bbc68a760722474fda6c72a66,17
27d27d27d00027d00027d27d27d27dad4cbe752ff80e7561e397c48caaa96c,17
26d26d16d26d26d22c26d26d26d26d4a98a0d7749fdd12c94fc8482c63007d,17
15d3fd16d25d25d00042d43d00000071784fa9f8305ba9220d0a7894b6ff2c,17
2ad2ad16d2ad2ad0002ad2ad2ad2ad3cbb7a0030d2f2d766849032ddb9fb3b,17
22b22b00022b22b22b22b22b22b22b4d38a7b5ffb0e5536d09513d9de81205,16
40d40d40d00040d1dc42d42d0000008ef30d0165f90df21a64bafbc24d66f5,16
2ad2ad16d2ad2ad22c42d42d00000060355a74bb9dbae90657ae903145081f,16
28d28d28d00028d1ec28d28d28d28d64b54b8be332c6e8cf391858c9bf6300,16
28d28d28d00028d1ec28d28d28d28d3446fb8839649f251e5083970c44ad30,16
2ad2ad00000000022c2ad2ad2ad2ad570b75ea252261a0522e45d70d81e7fe,16
28d28d28d00028d00028d28d28d28dc7fe523f2d40ec58fa09eb4367e88094,16
3fd3fd0003fd3fd21c42d42d00000053159b1774e85efa5daee9eb6c5fb552,16
1dd40d40d00040d00042d43d0000005a3e96c1dfa4bdb24b8b3c04cae18cc3,16
29d29d16d29d29d00042d42d000000df133019600a83abfb096ff3e86cd79d,16
29d29d15d29d29d21c29d29d29d29d92c32e54b47f0f89cca85ab1615a4c10,16
3fd3fd20d3fd3fd21c3fd3fd3fd3fd323d0777ec827869a2c288e0f199d8ba,16
3fd21b20d3fd3fd21c43d21b21b43d50c8594d0a42335f3aca21f0ce31ac7c,16
2ad2ad0002ad2ad22c2ad2ad2ad2ad2a916fbd2973c6ae37f24641fbcfd1d1,16
29d29d15d29d29d00029d29d29d29d8935e9e07fed227f4a1299de8a406e0c,16
2ad2ad16d2ad2ad00042d42d00042d7a18abc0ee3c3e2208ac8aa5e41e02ab,16
29d29d15d29d29d00029d29d29d29d1271a162eb1ad828abfdaf36887e100b,16
2ad2ad16d00000000000000000000060e4631d31b8b81537f3d3173b71710c,16
07d14d16d21d21d07c42d43d000000eeb722fe81b496ebfcfe812e4a988637,16
2ad2ad0002ad2ad0002ad2ad2ad2ad82db3f5ad765bdcd4a3c0ee38ec9dd8a,15
29d29d15d29d29d00029d29d29d29db1f4b73fd10939674dfcf3c703ca0c86,15
29d29d20d29d29d22c29d29d29d29d63047e0245543ff480f3c6a2a6d2dbfe,15
15d3fd16d29d29d00042d42d000000fe02290512647416dcf0a400ccbc0b6b,15
29d29d16d29d29d00042d42d0000009435214b849738c4ebab4534b5d158dd,15
2ad2ad0002ad2ad00042d42d00000051af7d8070a18e002eaaedf620fa118c,15
2ad2ad0002ad2ad00042d42d00000090d94d1f02cef4051cfd1d66dbe44eb0,15
3fd3fd16d3fd3fd00043d43d000000b3ea4c325e0e633ab004824f5ec8b5eb,15
2ad2ad16d2ad2ad00042d42d000000847839e71b83c3bbd433f221199255cc,15
2ad2ad16d00000022c42d0000000008f846a01c2baf499abb166d63fd9b426,15
2ad2ad20d2ad2ad0002ad2ad2ad2ad4d38a7b5ffb0e5536d09513d9de81205,15
2ad2ad16d2ad2ad00042d43d000000df133019600a83abfb096ff3e86cd79d,15
29d29d15d29d29d21c29d29d29d29dec65193539d0b2fc5a2cfcc99a1e4680,15
2ad2ad16d2ad2ad22c2ad2ad2ad2ad21ce4eed32174656499cf8d445b1a6e3,15
27d40d40d00040d00042d42d000000d2e61cae37a985f75ecafb81b33ca523,15
3fd3fd15d3fd3fd00042d42d0000009435214b849738c4ebab4534b5d158dd,15
2ad2ad0002ad2ad00042d43d0000000464fb8c6842ac133bede81390a48134,15
15d3fd16d29d29d00042d43d0000006b2db2c05e7b2f8c515ef68a258106bd,15
2ad2ad0002ad2ad22c42d42d0000005b002cb46912a7d649e6bd117d8b41c5,15
29d29d20d29d29d00042d42d0000000e5f541a0cc9dda3c8432ea5f8815abd,14
29d29d00029d29d00029d29d29d29dc1f2b0d2b2d689e78ce2f73eaa9b9280,14
29d29d00029d29d21c41d41d0000008a5941c13f67e0c0a2c8a36bfeef6920,14
2ad2ad00000000000042d42d00042dbb2606ec6e285e241e124be976f4af2c,14
29d29d00029d29d00041d41d00041db853e8bf0c5e42905e40874cd1994e0a,14
40d40d40d00040d00042d42d0000005a3e96c1dfa4bdb24b8b3c04cae18cc3,14
28d28d28d00028d00043d28d28d43dd279b0cf765af27fa62e66d7c8281124,14
28d28d28d00028d00042d43d000000d2e61cae37a985f75ecafb81b33ca523,14
29d3dd00029d29d00042d43d00041d5de67cc9954cc85372523050f20b5007,14
2ad2ad16d2ad2ad22c42d42d000000a8d52b2e606af78e33e5cbcbcdeb78a6,14
28d28d28d00028d1ec28d28d28d28d9c79288798d410bef4d146627a5cd322,14
28d28d28d00028d00042d43d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,14
21d19d00021d21d00042d43d0000007ee659769b367ed43174f0486d0ab737,13
29d29d16d29d29d00029d29d29d29d37e2bdb5ef36e9b9b56a7b46a1eb16a8,13
3fd3fd16d3fd3fd00042d42d0000005fd00fabd213a5ac89229012f70afd5c,13
28d28d28d00028d1ec42d42d0000008ef30d0165f90df21a64bafbc24d66f5,13
3fd3fd0003fd3fd21c42d42d0000005b002cb46912a7d649e6bd117d8b41c5,13
07d10d11d21d21d07c07d10d07d21d6520973f5d6cee43e08b53bfb79094ef,13
16d3fd16d29d29d00042d43d00000071784fa9f8305ba9220d0a7894b6ff2c,13
29d29d15d29d29d21c42d42d000000a8d52b2e606af78e33e5cbcbcdeb78a6,13
33d3fd16d29d29d00042d43d00000071784fa9f8305ba9220d0a7894b6ff2c,13
29d29d00029d29d21c42d42d00000073d196d75ab0e0a131b27c474768ad94,13
2ad2ad00000000000042d42d00000009f1eb1749b1a3453b336be3e9d73739,13
21d10d00021d21d21c21d10d21d21d696c1bb221f80034f540b6754152d3b8,13
29d29d15d29d29d21c29d29d29d29dc80334825071f8ff93376ac14c5a331f,13
29d29d00029d29d00042d42d0000001b0c486b0c0bae33c7ce67177fe8bab5,13
2ad2ad0002ad2ad22c2ad2ad2ad2ad7803e63b02b0ffde37ab35a15e335653,13
40d40d40d00040d00042d42d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,13
29d29d15d29d29d00041d41d000000a5308aa908d3edc2392a602b7adac57a,13
29d29d38d29d29d21c42d42d000000a8d52b2e606af78e33e5cbcbcdeb78a6,13
27d27d27d00027d00027d27d27d27dd5ccd273978ad18a14ab751b52670c0b,13
29d29d00029d29d00029d29d29d29dcb979941b906432970c9588b8f119991,13
1dd40d40d00040d1dc1dd40d1dd40d3446fb8839649f251e5083970c44ad30,12
28d28d28d00028d1ec42d42d000000faabb8fd156aa8b4d8a37853e1063261,12
3fd3fd15d3fd3fd21c3fd3fd3fd3fd74aaecca9f9c4a3303863dfee62b241e,12
29d29d15d29d29d00042d42d000000db3005dbc16a227cf7e4bc8a02941d5b,12
2ad2ad16d2ad2ad00042d42d00042d71f957c09e0bc5f377d5df75780022cd,12
27d40d40d00040d00042d42d000000aa5feb68b57d31b6dc713b6917a988e3,12
29d3fd00029d29d00042d43d000000301510f56407964db9434a9bb0d4ee4a,12
27d40d40d00040d1dc42d43d000000301f8393fc168a361ae6c6de664c938c,12
2ad2ad16d00000022c42d42d00042d686b68c2f46cb7b6eb8949209755f33e,12
29d29d00000000000043d29d29d43d79451d8c63b099acafdbabb24551d0e6,12
29d29d16d29d29d00042d42d0000006a78f6757b72f02e234bb3f6d2d5740b,12
2ad2ad0002ad2ad22c2ad2ad2ad2ad2cf081a3b5014b9d10e7b0d1db5c5635,12
21d19d00021d21d00021d19d21d21d63c5be1614c269e705f01d2e17b9a73f,12
29d29d16d29d29d00042d42d00000072e74222ce193a6f991becaa3da6c94d,12
2ad2ad15d2ad2ad0002ad2ad2ad2ad8935e9e07fed227f4a1299de8a406e0c,12
1dd40d40d00040d00042d43d00000051af7d8070a18e002eaaedf620fa118c,12
15d3fd16d21d21d00042d42d000000fe02290512647416dcf0a400ccbc0b6b,12
27d40d40d00040d00042d42d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,12
29d29d00029d29d22c29d29d29d29dce7a321e4956e8298ba917e9f2c22849,12
40d1db40d3fd40d1dc43d1db1db43d50c8594d0a42335f3aca21f0ce31ac7c,12
29d29d20d29d29d00042d42d0000000be49cc25222308abd09720df24eb301,12
27d40d00000040d1dc42d43d00041de892a844a7a3efc0739d1779714fa0b1,12
29d29d00029d29d00029d29d29d29dcdb3999014ecd16a963c99606bdb11d3,12
3fd3fd16d3fd3fd00043d43d000000cd600c085f371f8533aaf66051f8e5b1,12
1ed28d28d00028d00042d43d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,12
2ad2ad0002ad2ad00042d42d0000008aec5bb03750a1d7eddfa29fb2d1deea,12
28d28d28d00028d1ec28d28d28d28d4d38a7b5ffb0e5536d09513d9de81205,12
3fd3fd00000000000043d3fd00043d1205503656082fdccf8b5695837b5d9a,12
2ad2ad16d2ad2ad22c2ad2ad2ad2ad113416be56c18c5cb2bec30997fd088b,12
3fd3fd0003fd3fd21c3fd3fd3fd3fd703dc1bf20eb9604decefea997eabff7,12
3fd3fd15d3fd3fd21c3fd3fd3fd3fd12a951e3dc1fb488bb5af6c37ee69fec,12
28d28d28d00028d1ec28d28d28d28d72c04583b922d2bc9c8c89c182379404,12
25d3fd00025d25d00025d3fd25d25dccc779f4e53f4a11214e02421a065ebc,12
29d29d00029d29d00042d43d00000000f78d2dc0ce6e5bbc5b8149a4872356,12
2ad2ad00000000022c42d000000000b118111ec7b3cd5565f8894706cc0525,11
29d29d20d29d29d22c29d29d29d29d71eca4d2b736881571e98123f01ed268,11
3fd3fd0003fd3fd00043d3fd3fd43d70e44c2d581076ca8e0c7ff40bb556f2,11
2ad2ad0002ad2ad0002ad2ad2ad2ad94f3c9042066d6d148ab707d09759380,11
07d19d1ad21d21d00042d43d000000aacf31c9fa8e4860a3d2250612808106,11
28d3fd40d2ad40d00042d43d000000850b7e16d7212692b1b8a0b5985f3686,11
2ad2ad16d00000000000043d00043df6f862cb96ce7697ae8192dc909e217a,11
40d40d40d00040d00042d42d000000831b6af40378e2dd35eeac4e9311926e,11
29d2ad00029d29d00042d43d00000000f78d2dc0ce6e5bbc5b8149a4872356,11
15d3fd16d29d29d00042d42d000000fbc10435df141b3459e26f69e76d5947,11
2ad2ad0002ad2ad00042d43d00041dd469afa8cfbe5e42c631eb3fc55d6787,11
00000000000000000041d41d00041de2a97eabb398317329f027c66e4c1b01,11
40d40d40d00040d1dc40d40d40d40db1f55803b90b0fc6b01f2a7d75e6fe91,11
2ad2ad16d2ad2ad00042d42d00042d93af9de42e6271227760d60a21119f0b,11
15d3fd16d21d21d00042d43d000000f6a76359d2423084924eaeb5187f1701,11
27d27d27d00027d00042d42d0000003d10ee7bc5f67f0a3032460c617af61b,11
28d28d28d00028d00042d43d000000831b6af40378e2dd35eeac4e9311926e,11
2ad2ad00000000022c00042d000000b118111ec7b3cd5565f8894706cc0525,11
29d29d00000029d00042d43d00041d7bc132b29a66130f219d7189ef2574c4,11
21d19d00021d21d00021d19d21d21d43557f863337159163ca547c5ea19523,11
2ad2ad0002ad2ad0002ad2ad2ad2adfff2e71077958c8b453cd71f499e9b99,11
1dd40d40d00040d0001dd40d1dd40d19c87d867c7769d680e54b71c8f5e7c4,11
2ad2ad16d2ad2ad00042d42d00042d7172aed1cf09079567f40afbaf399583,11
07d10d11d21d21d07c07d10d07d21d5ae0f150c4a5c135373c514f3dc23955,11
15d3fd16d29d29d00042d43d00000041ad16ead50175e1e575f5579aa6b5c8,11
3fd3fd0003fd3fd00042d42d0000000464fb8c6842ac133bede81390a48134,11
2ad2ad00000000000042d42d00042dd447d91fe016bed8880c9dd89d6ff72f,10
15d3fd16d25d25d00042d43d0000007cad75e0049912dcaa3fad94e678d707,10
2ad2ad0002ad2ad0002ad2ad2ad2ada5fc7ec76b7ed0b839211317d3844486,10
2ad2ad00000000022c2ad2ad2ad2ad4f15b498fc14765e272352d5d47e95b4,10
29d3fd00029d29d00042d43d00000090d94d1f02cef4051cfd1d66dbe44eb0,10
28d28d28d00028d1ec28d28d28d28d4ab1c5ad3239a0cb994368a0c0f546a5,10
3fd3fd20d3fd3fd21c42d42d000000c706dc32942a202d72ef5d07d8e50365,10
27d40d40d00040d00042d42d0000004ac24e77d76646867f0f6a0c6d9b9bb0,10
2ad2ad16d00000022c2ad2ad2ad2adbc07bc352a188303b518c8a273c71220,10
27d40d40d00040d1dc00043d00041d301f8393fc168a361ae6c6de664c938c,10
1dd40d40d00040d00042d43d000000d2e61cae37a985f75ecafb81b33ca523,10
29d3fd00029d29d00042d43d27d0002aa5ce6a70de7ba95aef77a77b00a0af,10
29d29d15d29d29d00029d29d29d29d8238cf803ae01d59fb7b26d44b609e9e,10
00000016d29d29d00042d43d0000004c0855090d452efddeda92180008de24,10
07d10d11d21d21d07c07d10d07d21d7f94927a800698f72ad8146900120abe,10
3fd21b20d00000021c43d21b21b43d76e1f79b8645e08ae7fa8f07eb5e4202,10
20d10d20d21d20d20c20d10d20d20d60f8cd200bea58ca4a3f835c2f6e9a93,10
15d3fd40d29d29d00042d43d000000637be0fe3141faca30445d827756910c,10
29d29d15d29d29d21c29d29d29d29dce2e4c8c53174ecbf5529ce7584d5518,10
3fd3fd15d3fd3fd00042d42d0000008829d962df49d3a8bfde9e71d906bc88,10
28d28d28d00028d00041d28d28d41dd060cefe378a6bd1495c5a78eaded98b,10
29d29d15d29d29d21c42d42d00000078e356c38fb85055d97a8bed930c8956,10
2ad2ad16d2ad2ad00042d42d00042d7c37bd974617bddb478e9242cb2809aa,10
21b10b00021b21b21b21b10b21b21b03e121248589b15fda5a8c5fbe0d02a9,10
2ad2ad16d2ad2ad22c2ad2ad2ad2adc7639a2c8ee8049d85e08031e30b69d9,9
2ad2ad16d2ad2ad0002ad2ad2ad2ad80a4e0a834c23892e9da247c2fef3055,9
29d29d16d29d29d00029d29d29d29d1b1a8f2a04764dc01c106099c2a4127a,9
3fd3fd0003fd3fd00042d42d00000023f2ae7180b8a0816654f2296c007d93,9
3fd3fd15d3fd3fd21c3fd3fd3fd3fd113416be56c18c5cb2bec30997fd088b,9
29d29d15d29d29d21c29d29d29d29d681cc8d109d81f5b5398d42aaaeb8ac4,9
14d14d00014d14d08c42d42d0000004a7c878b0161200418e3ab2d643ba17f,9
29d29d00029d29d00042d42d0000003fe0a58d98dd6e9b28dc995eeda1a4b5,9
26d26d00026d26d22c26d26d26d26dd3b67dd3674d9af9dd91c1955a35d0e9,9
21d19d00021d21d21c42d43d0000002527fcbef82c2f9fc1f6ac8626611885,9
21d19d00021d21d00042d43d0000000c5f19e7e54cb3beeed93cf987598de9,9
15d2ad16d29d29d00015d2ad15d29de42c379b290eebb47fc14746f97199ce,9
2ad2ad00000000022c42d42d00042d201e6f6a84d7c3cb0fe3d908d1bb1307,9
25d3fd00025d25d00042d43d0000000464fb8c6842ac133bede81390a48134,9
27d27d27d00027d00042d42d0000003d25bc6207ca8acd9652e99aa3724a08,9
27d27d27d00027d00043d43d00043dba951fb796b4b956c9799ba19149e94a,9
2ad2ad16d00000022c00000000042d8f846a01c2baf499abb166d63fd9b426,9
29d29d20d29d29d22c29d29d29d29d2b66a312d81ed1efa0f55830f7490cb2,9
05d10d20d21d20d05c05d10d05d20d74fcf6501ae7a92319e575bfafd2a827,9
27d27d27d00027d00041d41d000000b005dcf74389b23643b7b7ae583c3dfa,9
40d40d40d00040d00043d40d40d43d70e44c2d581076ca8e0c7ff40bb556f2,9
29d29d15d29d29d21c29d29d29d29de857600fcd9f89735d87c3704c4e141b,9
2ad2ad16d2ad2ad00042d42d00042d0d35b296ed3d685b121b669bb584016c,9
3fd3fd20d3fd3fd0003fd3fd3fd3fdc103ee3ca75133e7872f9b8473b03283,9
40d40d40d00000000043d40d40d43d02987c38c94b498ee17280292440a9e7,9
21d19d00021d21d21c42d43d000000282469af4b874a73cafc5f4ce493944b,9
07d10d11d21d21d00007d10d07d21d5d32bbf96c7f167d26b276141f22774f,9
3fd3fd15d3fd3fd0003fd3fd3fd3fd3cbb7a0030d2f2d766849032ddb9fb3b,9
15d2ad16d29d29d00015d2ad15d29d91ef9ce92556564e7cc4f9a9d108f6dc,9
29d29d15d29d29d00029d29d29d29d3c40e25db07860b4c9ad3d743ceda614,9
27d27d27d00027d00041d41d000000e1ea2a807a629b496b664cf07ad7c08d,9
2ad2ad20d2ad2ad22c2ad2ad2ad2adfb5de881cc847e53e47fc6dd40b422b0,8
1dd40d40d00040d0001dd40d1dd40df05f3b95c2927ff44a7871306bfc5465,8
3fd21b20d3fd3fd21c3fd21b21b3fd02f2ce530964392ff49a9ba1e4931ee9,8
2ad00000000000022c42d42d00000009f1eb1749b1a3453b336be3e9d73739,8
05b08b09b04b04b05b05b08b05b04bb761debbc595b86f2809ca8f7e63aa52,8
29d29d00029d29d22c42d42d000000bdfc58c9a46434368cf60aa440385763,8
29d29d20d29d29d22c29d29d29d29d15a110e3e079cba2b9e84d88fe6e1939,8
15d2ad16d29d29d00015d2ad15d29d63322bfab22e7b8ac01860670f6199ed,8
2ad2ad16d00000022c42d42d0000008c38c6b2473d2d1173e2537be3ea41ad,8
2ad2ad0002ad2ad0002ad2ad2ad2ad0ccd766f2c9c6a0439a86c2f62bcf204,8
29d29d15d29d29d21c42d42d00000060355a74bb9dbae90657ae903145081f,8
15d3fd16d29d29d00015d3fd15d29dd7d473c13818c4075312b20b785cad90,8
3fd3fd15d3fd3fd21c42d42d000000790cb01ea78cc2a73fe8428d61afc0c8,8
28d28d28d00028d00042d42d000000ffd4768d0539f26c1eea462bed21f172,8
27d27d27d00027d00041d41d000000b906c61c02c1194a121d828bc93b5bd3,8
2ad2ad00000000000042d000000000ccce0e5a9be4b83bd089a9c0ee6a799c,8
1dd28d28d00028d1dc1dd28d1dd28d9c79288798d410bef4d146627a5cd322,8
29d29d15d29d29d21c42d42d000000790cb01ea78cc2a73fe8428d61afc0c8,8
1dd40d40d00040d1dc1dd40d1dd40de9ab649921aa9add8c37a8978aa3ea88,8
3fd3fd15d3fd3fd00042d42d000000cd600c085f371f8533aaf66051f8e5b1,8
05d02d20d21d20d05c05d02d05d20de23df08af4384b77065810777c8ce1ac,8
3fd3fd15d3fd3fd00042d42d000000a0d14c559c674ff8857d4e511e7563d1,8
22d2ad00022d22d22b22d2ad22d22d2cf081a3b5014b9d10e7b0d1db5c5635,8
29d29d20d29d29d22c42d42d000000c706dc32942a202d72ef5d07d8e50365,8
29d29d00029d29d00042d42d00000051af7d8070a18e002eaaedf620fa118c,8
29d29d15d29d29d00029d29d29d29d488947c7b7749735d196dfd445c7789a,8
29d3fd00000000000041d41d00000071ffeec480dc8cc2564c8492ea253776,8
28d28d28d00028d1ec28d28d28d28d0580df3c09ba02105088f58bae489dcc,8
2ad2ad16d2ad2ad00042d42d00042d00c4fbed7e44565cdc728043ac3bb47f,8
29d29d15d29d29d00029d29d29d29d80a4e0a834c23892e9da247c2fef3055,8
27d27d27d00027d00027d27d27d27de46e8d015e010ee3da3ace8dd0532693,8
27d27d27d00027d00042d43d00041d5e4b3133220d04a3b7fb5020fdb3f95c,8
2ad2ad16d2ad2ad00042d42d00042d36967a01825c423cc53e15d2290d1d0e,8
29d29d20d29d29d22c29d29d29d29d0e96349a89ef70fe7a2c4c1ee5df248f,8
2ad2ad0002ad2ad0002ad2ad2ad2ad8c9dac4e97f99c7a0e93e9d4d790df0a,8
27d27d27d00027d00027d27d27d27d3f5b10a5efa7bad0cc60224a682ac160,8
0003fd00000000000043d3fd3fd43d08aad668aa898fe7da95f67537dc73ac,8
40d40d40d00040d00040d40d40d40d9264f676a44e3d351f05cdbb4541c85e,8
