jarm,count
2ad2ad0002ad2ad00042d43d00041d598ac0c1012db967bb1ad0ff2491b3ae,144
27d27d27d00027d00042d42d000000e1ea2a807a629b496b664cf07ad7c08d,144
2ad2ad0002ad2ad00042d42d000000d0979a504319f0fa83c2f00f881b6a1d,143
15d2ad16d29d29d00015d2ad15d29dceaddcd30c33e19cab56d5b80afc0ff3,139
2ad2ad0002ad2ad00041d41d0000000464fb8c6842ac133bede81390a48134,136
2ad2ad0002ad2ad0002ad2ad2ad2ad4559f8e10cb8687304fce1c6e19fd405,133
2ad2ad16d2ad2ad00042d42d0000005fd00fabd213a5ac89229012f70afd5c,132
28d28d28d00028d00042d42d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,131
2ad2ad0002ad2ad22c2ad2ad2ad2adc2ddcfd203d071c45b4b0ffe3d7b4b89,129
3fd3fd0003fd3fd00042d43d0000002059a3b916699461c5923779b77cf06b,128
29d29d00029d29d22c29d29d29d29dc2ddcfd203d071c45b4b0ffe3d7b4b89,126
07d19d1ad21d21d00042d43d000000740eb6ef556e38cc76ed51661e12574d,126
29d29d00029d29d00042d42d0000000464fb8c6842ac133bede81390a48134,124
28d28d28d00028d00028d28d28d28dd5ccd273978ad18a14ab751b52670c0b,123
29d3fd00029d29d21c42d43d00041d44609a5a9a88e797f466e878a82e8365,122
3fd3fd15d3fd3fd00042d42d000000c33a20aec889d430cbd148294f584a77,121
3fd3fd15d3fd3fd00042d42d000000038eaaf490bec8dc33757f165ce01762,117
21d19d00021d21d00042d43d0000009f12d5393400952fb9d296bfcdbae9f2,117
28d28d28d00028d00042d42d000000d2e61cae37a985f75ecafb81b33ca523,115
16d3fd16d29d29d00042d43d000000ea552d307cdd65a9a94fec1293390a04,113
29d29d15d29d29d21c29d29d29d29d113416be56c18c5cb2bec30997fd088b,110
2ad2ad16d2ad2ad00042d42d00000061256d32ed7779c14686ad100544dc8d,110
2ad2ad16d00000022c2ad2ad2ad2ad46ff59a659b30fd8aeaa6755c67691b4,109
27d40d40d00040d00027d40d27d40dc7fe523f2d40ec58fa09eb4367e88094,108
27d40d40d00000000042d43d0000000f0fc3b7e99fa90f0a6ea06fe65aef1d,108
27d27d27d00027d00042d42d0000005631adf8cfd24423913fd470a749070f,108
00000000000000000042d43d0000009535d5979f591ae8e547c5e5743e5b64,106
3fd21b20d00000021c43d21b21b43de0a012c76cf078b8d06f4620c2286f5e,106
29d29d00029d29d22c29d29d29d29d703dc1bf20eb9604decefea997eabff7,105
29d29d15d29d29d00042d42d0000006a78f6757b72f02e234bb3f6d2d5740b,105
27d40d40d00040d00027d40d27d40d19c87d867c7769d680e54b71c8f5e7c4,104
2ad2ad0002ad2ad0002ad2ad2ad2ad33c8b328f3568a7c72e1a441e5a1d146,104
2ad2ad0002ad2ad00042d43d0000002059a3b916699461c5923779b77cf06b,103
29d29d15d29d29d00041d41d000000038eaaf490bec8dc33757f165ce01762,102
29d29d00029d29d21c42d42d000000bdfc58c9a46434368cf60aa440385763,101
1ed1ed1ed0001ed00042d42d000000ad9bf51cc3f5a1e29eecb81d0c7b06eb,100
21d14d00021d21d00042d43d00000091f9827a8676a9d9f27d421962a09b5d,98
28d28d28d00028d00042d42d000000aa5feb68b57d31b6dc713b6917a988e3,98
07d10d11d21d21d07c07d10d07d21dbc853cc682adefef14c0f08026bd6280,98
2ad2ad0002ad2ad22c42d42d000000c1fc3d47ef34532079f4922fcb05ef65,97
2ad2ad0002ad2ad0002ad2ad2ad2ade1a3c0d7ca6ad8388057924be83dfc6a,96
2ad2ad0fd2ad2ad00042d42d000000038eaaf490bec8dc33757f165ce01762,96
29d29d00029d29d00029d29d29d29d4559f8e10cb8687304fce1c6e19fd405,95
28d28d28d00028d00042d42d0000001b0c486b0c0bae33c7ce67177fe8bab5,95
29d29d20d29d29d21c29d29d29d29d323d0777ec827869a2c288e0f199d8ba,95
29d29d15d29d29d00042d42d000000038eaaf490bec8dc33757f165ce01762,93
15d3fd16d29d29d00042d43d000000dbc8859ec5c93c3d80eba6c8e9820a03,93
27d40d40d00040d1dc27d40d27d40d5fb4c89fe3813d172ffb53f84a68f750,91
28d28d28d00028d1ec28d28d28d28de9ab649921aa9add8c37a8978aa3ea88,91
40d40d40d00040d1dc42d43d00000050e943b5b7e58fd544eaa893d2301948,90
27d40d40d00040d00042d43d000000ffd4768d0539f26c1eea462bed21f172,89
29d3fd00029d29d00041d41d00041d6b5eefa2404a56c2ced79a0d16afe36c,88
29d29d15d29d29d00029d29d29d29d367956b0f7c241e0ae292cd63faf3f5e,87
3fd3fd20d3fd3fd21c42d42d0000000f0f2ea251d805c4640f820a3394a07a,85
27d40d40d29d40d1dc42d43d00041d4689ee210389f4f6b4b5b1b93f92252d,84
2ad2ad16d2ad2ad00042d42d000000c33a20aec889d430cbd148294f584a77,83
1dd40d40d00040d1dc1dd40d1dd40d49d2fee601d1d947c984d73c17761a87,82
29d29d00029d29d00029d29d29d29de1a3c0d7ca6ad8388057924be83dfc6a,81
1dd40d40d00040d00042d43d0000003d25bc6207ca8acd9652e99aa3724a08,77
29d3fd00029d29d00042d43d0000002059a3b916699461c5923779b77cf06b,77
29d29d15d29d29d00042d42d000000c33a20aec889d430cbd148294f584a77,74
28d28d28d00028d00028d28d28d28de46e8d015e010ee3da3ace8dd0532693,74
27d27d27d00027d00042d42d0000007d20e9b9a3e87aa1ec17cb4d646ce9a5,72
40d1db40d0000001dc43d1db1db43de0a012c76cf078b8d06f4620c2286f5e,71
3fd3fd20d00000000043d3fd3fd43d684d61a135bd962c8dd9c541ddbaefa8,71
3fd3fd0003fd3fd00042d42d00000000f78d2dc0ce6e5bbc5b8149a4872356,71
29d29d00029d29d00043d43d00043d598ac0c1012db967bb1ad0ff2491b3ae,70
2ad2ad16d2ad2ad00042d42d000000b3ea4c325e0e633ab004824f5ec8b5eb,69
2ad2ad16d2ad2ad22c2ad2ad2ad2ad579b2ec9bfaf00aff9d6fe780b7932ae,69
3fd3fd0003fd3fd21c42d42d000000c1fc3d47ef34532079f4922fcb05ef65,68
29d29d15d29d29d00042d42d0000005fd00fabd213a5ac89229012f70afd5c,68
2ad2ad16d2ad2ad00042d42d000000a5308aa908d3edc2392a602b7adac57a,67
29d29d15d29d29d00042d42d00000061256d32ed7779c14686ad100544dc8d,66
29d29d00029d29d21c29d29d29d29dc2ddcfd203d071c45b4b0ffe3d7b4b89,66
2ad2ad0002ad2ad22c2ad2ad2ad2adcb923bdf24d76ffa93e37532e1a9239b,65
15d3fd16d29d29d00042d43d000000f969de8346060623ff1a681e56326e65,65
29d29d15d29d29d21c29d29d29d29d10d7a07cb776562eccb97246005feba5,65
27d40d40d00040d00042d43d000000d6376f1d8fe64877806a85a008c1c790,64
29d29d15d29d29d00042d42d00000072e74222ce193a6f991becaa3da6c94d,64
2ad2ad0002ad2ad00042d42d0000000464fb8c6842ac133bede81390a48134,63
28d28d28d00028d00042d42d0000005631adf8cfd24423913fd470a749070f,63
28d28d28d00028d00028d28d28d28d19c87d867c7769d680e54b71c8f5e7c4,62
1dd40d40d00040d00042d43d000000d6376f1d8fe64877806a85a008c1c790,61
3fd3fd15d3fd3fd21c3fd3fd3fd3fdc110bab2c0a19e5d4e587c17ce497b15,61
3fd3fd15d3fd3fd21c3fd3fd3fd3fd89cd2abd9b188d3b42762a4c6aa7ff72,60
29d29d00029d29d21c42d43d00041df48f145f65c66577d0b01ecea881c1ba,60
2ad2ad0002ad2ad00042d42d0000001b0c486b0c0bae33c7ce67177fe8bab5,60
29d29d00029d29d00029d29d29d29da8f16e8f0a21d89b06fef5080cbd1b2a,59
15d2ad16d29d29d00015d2ad15d29de87e6567d901388794cb6a875a1928aa,59
15d2ad16d29d29d00015d2ad15d29d67edd16014aa8d87eb613c543d04cbe2,59
3fd3fd15d3fd3fd21c42d42d00000060355a74bb9dbae90657ae903145081f,59
28d28d28d00028d00028d28d28d28dad4cbe752ff80e7561e397c48caaa96c,59
28d28d28d00028d00042d42d000000ad9bf51cc3f5a1e29eecb81d0c7b06eb,58
15d3fd16d29d29d00042d43d000000eed8083ffe0365e3dd86aa60eff5d3bb,57
29d29d15d29d29d21c29d29d29d29d00bf2c5fb405b87453f1b50e09605bc7,57
27d40d40d00040d00042d43d0000002eaee36112ff2cbee89c0d0dac62faf6,57
2ad2ad16d2ad2ad00042d42d0000008fe5654c9239cdb4052d3ab65a579afa,57
29d29d00029d29d00042d42d000000591965a32830c32b3ad57d4bfd247359,57
27d27d27d29d27d00042d42d0000000be49cc25222308abd09720df24eb301,56
2ad2ad0002ad2ad00042d42d0000007d9a2df75fc17326c15d1e44e597e360,56
29d29d38d29d29d00042d42d0000005fd00fabd213a5ac89229012f70afd5c,56
2ad2ad0000000000002ad2ad2ad2ad7208302011a2ac3d59dce3b290664362,55
2ad2ad20d2ad2ad22c2ad2ad2ad2ad1aa7555e6d7d36df68d8d13f964d0ae6,54
3fd3fd15d3fd3fd0003fd3fd3fd3fd3bdd6488d43f29954bcd526a60dc2e3b,54
3fd3fd16d3fd3fd00043d43d0000006a78f6757b72f02e234bb3f6d2d5740b,54
20d10d20d21d20d20c20d10d20d20ddede3e7f3496248a2e00f779eee74c7f,53
28d28d28d00028d00028d28d28d28dcbd1edf8c20284bdb77c54196da5ed18,53
3fd3fd20d3fd3fd21c42d42d000000937221baefa0b90420c8e8e41903f1d5,52
2ad2ad0002ad2ad00042d42d00000023f2ae7180b8a0816654f2296c007d93,52
3fd3fd0003fd3fd21c3fd3fd3fd3fd7803e63b02b0ffde37ab35a15e335653,52
29d29d00029d29d22c29d29d29d29dcb923bdf24d76ffa93e37532e1a9239b,51
29d29d00029d29d22c29d29d29d29d7803e63b02b0ffde37ab35a15e335653,51
2ad2ad16d2ad2ad0002ad2ad2ad2ad487dfc3734968073f786f66dcf4de1b2,51
29d29d15d29d29d21c42d42d000000b7cc5a312b95f81625a914b21964a66e,51
29d29d00029d29d00042d43d00041dd469afa8cfbe5e42c631eb3fc55d6787,50
2ad2ad16d2ad2ad00042d42d0000009435214b849738c4ebab4534b5d158dd,50
2ad2ad00000000000042d42d00042da9006a0dbf6f6785a41d588d6e6fd492,49
21d19d00021d21d00021d19d21d21da73af4836a351f6535c7e9129456cf24,49
21d19d00021d21d21c42d43d0000009c19eb5d1f46a7a29c1602d080891400,49
15d3fd16d21d21d00042d43d000000fbc10435df141b3459e26f69e76d5947,49
29d29d00029d29d21c41d41d00041d38d8d683f08c154e73a9de64943d64e4,48
2ad2ad0002ad2ad22c42d42d000000307ee0eb468e9fdb5cfcd698a80a67ef,48
07d10d11d21d21d07c07d10d07d21dc74a10f0dd8921b3cc912d3ee25ffd0a,47
2ad2ad0002ad2ad00042d42d0000003fe0a58d98dd6e9b28dc995eeda1a4b5,47
2ad2ad0002ad2ad0002ad2ad2ad2adcb979941b906432970c9588b8f119991,47
29d29d20d29d29d22c29d29d29d29dcd50e8323a02f4016ca805be06d85520,47
07d19d1ad21d21d00042d43d0000000adb85743f9b185b8deb52bd9380cb21,47
27d40d40d00000000042d43d00041ddd3097f9e32f0bcfe82bc42f400bdce2,46
29d3fd00029d29d00042d43d00000023f2ae7180b8a0816654f2296c007d93,45
2ad2ad0002ad2ad22c2ad2ad2ad2adce7a321e4956e8298ba917e9f2c22849,45
29d29d00029d29d00029d29d29d29da5fc7ec76b7ed0b839211317d3844486,45
21d10d00021d21d21c21d10d21d21db061409456cee13201f4ca6ca3413288,45
2ad2ad16d2ad2ad0002ad2ad2ad2adea0f89a2e5fb09e4d8e099befed92cfa,45
27d27d27d00027d00042d42d000000ff63ea9fa3668a75d6cf950630ee6e64,45
28d3fd40d2ad40d00042d43d000000e1124ad7e25906ba3ca41c9144c7917e,45
2ad2ad16d00000022c2ad2ad2ad2adc08b3be7d1a4f5f4d1fd42f049726e8a,44
29d29d00029d29d21c29d29d29d29d8da29ade5a975f32a8d3f61299c69dc4,43
21d19d00021d21d21c42d43d00000006fd2bdfa07544bb0e37a7b379eee0d7,43
00000000000000000042d43d00041da8040ca1d7d1b3e955a3535eb361ef06,43
29d29d16d29d29d00029d29d29d29d7013afa25bf6c41a53e6f4fef63850c6,43
07d19d1ad21d21d07c42d43d000000eeb722fe81b496ebfcfe812e4a988637,42
28d28d28d00028d00042d42d000000ed671e3ee2b845edc9fc88fa649a040a,42
15d3fd16d29d29d00042d43d0000009ec686233a4398bea334ba5e62e34a01,41
29d3fd00029d29d00042d43d00000000f78d2dc0ce6e5bbc5b8149a4872356,41
29d29d15d29d29d21c29d29d29d29d579b2ec9bfaf00aff9d6fe780b7932ae,41
20d08b20d21d20d20c42d08b20b41d494e0df9532e75299f15ba73156cee38,41
29d29d00029d29d21c42d42d000000c1fc3d47ef34532079f4922fcb05ef65,41
3fd3fd16d3fd3fd21c42d42d00000078e356c38fb85055d97a8bed930c8956,41
29d29d00029d29d22c42d42d000000307ee0eb468e9fdb5cfcd698a80a67ef,40
29d29d00029d29d21c29d29d29d29dd78158b39f9b20f481e25d4c66d98830,40
2ad2ad16d2ad2ad00042d42d0000006a78f6757b72f02e234bb3f6d2d5740b,40
21b02b00021b21b21b21b02b21b21b03e121248589b15fda5a8c5fbe0d02a9,40
3fd3fd0003fd3fd00042d42d0000003fe0a58d98dd6e9b28dc995eeda1a4b5,39
21d19d00021d21d00021d19d21d21d1a46380b04d662f0848f508dd171125d,39
29d3fd00029d29d00042d43d0000000464fb8c6842ac133bede81390a48134,39
29d29d00029d29d21c41d41d000000307ee0eb468e9fdb5cfcd698a80a67ef,39
1dd40d40d00040d00042d43d000000b5ce48eb9aaa95d750e8df42b900e12b,39
15d3fd16d29d29d00015d3fd15d29d1f9d8d2d24bf6c1a8572e99c89f1f5f0,39
3fd3fd0003fd3fd00042d43d00041d598ac0c1012db967bb1ad0ff2491b3ae,39
29d29d00029d29d21c42d42d000000307ee0eb468e9fdb5cfcd698a80a67ef,39
21d10d00021d21d21c21d10d21d21d3d0c2881a1a83f4b0b2042ad989c640f,39
40d40d40d00040d00040d40d40d40d19c87d867c7769d680e54b71c8f5e7c4,38
29d29d00029d29d00042d42d0000000a5f02847ec7d262f8dcbfaa6508ecf9,38
29d29d00029d29d00029d29d29d29d83c2e51da709c877942c98b10a5e814a,38
29d29d15d29d29d21c29d29d29d29d47321614530b94a96fa03d06e666d6d6,38
07d14d16d21d21d00042d43d0000000adb85743f9b185b8deb52bd9380cb21,38
21d19d00021d21d21c21d19d21d21dd188f9fdeea4d1b361be3a6ec494b2d2,37
29d29d15d29d29d00029d29d29d29dea0f89a2e5fb09e4d8e099befed92cfa,37
29d29d00029d29d00041d41d00041d156751e1327b36b7b9e825271739706c,37
29d29d15d29d29d00041d41d000000df133019600a83abfb096ff3e86cd79d,37
29d29d15d29d29d21c29d29d29d29dc7639a2c8ee8049d85e08031e30b69d9,37
00000000000000000043d43d00043de2a97eabb398317329f027c66e4c1b01,37
29d3fd00029d29d00042d43d00041d5de67cc9954cc85372523050f20b5007,36
29d29d00029d29d21c29d29d29d29d4e2288047286426ce53420cd83dff40f,36
29d29d16d29d29d00042d42d000000cd600c085f371f8533aaf66051f8e5b1,35
2ad2ad0002ad2ad22c2ad2ad2ad2ad6a7bd8f51d54bfc07e1cd34e5ca50bb3,35
28d28d28d00028d1ec28d28d28d28d49d2fee601d1d947c984d73c17761a87,35
27d27d27d00027d00042d42d0000005a3e96c1dfa4bdb24b8b3c04cae18cc3,35
29d29d20d29d29d22c29d29d29d29dfb5de881cc847e53e47fc6dd40b422b0,35
07d19d1ad21d21d00042d43d0000006a11bf0028ac178f07ba578c3a78b66a,35
2ad2ad16d2ad2ad00042d42d000000038eaaf490bec8dc33757f165ce01762,34
40d40d40d3fd40d1dc42d42d000000937221baefa0b90420c8e8e41903f1d5,33
3fd3fd0003fd3fd00042d42d000000301510f56407964db9434a9bb0d4ee4a,33
05d02d20d21d20d05c05d02d05d20da23a7a927f270a23608b3c7a72999cab,33
2ad2ad0002ad2ad0002ad2ad2ad2ad04320b71a5a1a86999cfc20df5bd6320,33
3fd3fd0003fd3fd21c42d43d000000bdfc58c9a46434368cf60aa440385763,33
1dd40d40d00040d0001dd40d1dd40dd5ccd273978ad18a14ab751b52670c0b,33
15d3fd16d29d29d00042d43d00000053048c0cf21f940aa8a7c90581768da6,32
22b22b09b22b22b22b22b22b22b22bfd9c9d14e4f4f67f94f0359f8b28f532,32
3fd3fd15d3fd3fd21c3fd3fd3fd3fd7329fbe92d446436f2394e041278b8b2,32
25d3fd00025d25d00042d43d0000001b0c486b0c0bae33c7ce67177fe8bab5,31
2ad2ad0002ad2ad0002ad2ad2ad2ad83c2e51da709c877942c98b10a5e814a,31
21d10d00021d21d21c21d10d21d21dfa4f2d467cfc282d8a9029b2af1af43b,31
29d29d20d29d29d22c42d42d000000d0255d76e2a23d86aaeea11a763e6393,31
07d19d1ad21d21d07c07d19d07d21d4672ec40d49b9362af2f077b2a529ffc,31
40d40d40d00040d00042d42d000000e1ea2a807a629b496b664cf07ad7c08d,31
27d27d27d00027d00027d27d27d27de20ec4acc97f72e63d868772765e288f,31
3fd3fd15d3fd3fd00042d42d00000061256d32ed7779c14686ad100544dc8d,30
2ad2ad16d2ad2ad22c2ad2ad2ad2ad1440cf1827095a54ae723a85f89327ea,30
20b10b20b21b20b20b20b10b20b20bdede3e7f3496248a2e00f779eee74c7f,30
3fd3fd15d3fd3fd21c42d42d00000082eca3abc2d442699cc06a1eea21f29f,30
29d29d00029d29d00029d29d29d29d755a2cec4b52fb1bce1ac7f1e48c8a7d,30
07d19d1ad21d21d00042d43d000000c9fb8328b8be888cb3e54ed04c707798,30
2ad2ad16d2ad2ad0002ad2ad2ad2ad3bdd6488d43f29954bcd526a60dc2e3b,30
3fd3fd16d3fd3fd22c43d43d0000008bb94d1e9b681c13ef932de25c02cd9f,30
05d02d20d21d20d05c05d02d05d20d74fcf6501ae7a92319e575bfafd2a827,29
2ad2ad0002ad2ad0002ad2ad2ad2adf89dc96d81ac2281b1c9c243428fdee7,29
29d3fd00029d29d00042d43d0000005d86ccb1a0567e012264097a0315d7a7,29
25d3fd00025d25d00042d43d000000d0979a504319f0fa83c2f00f881b6a1d,29
2ad2ad16d00000022c2ad2ad2ad2ada792d77369876ca8af98d84508605613,28
27d40d40d00040d00042d43d27d0002caefc9a0ed3fb9abe4eec77bc406c89,28
29d3fd00029d29d21c42d43d00041d188e8965256b2536432a9bd447ae607f,28
29d29d00029d29d21c29d29d29d29d2a916fbd2973c6ae37f24641fbcfd1d1,27
2ad2ad16d2ad2ad00042d42d00000072e74222ce193a6f991becaa3da6c94d,27
29d3fd00029d29d00042d43d0000008aec5bb03750a1d7eddfa29fb2d1deea,27
