port,count
24972,1
25224,1
36771,1
19703,1
50540,1
12200,1
12199,1
12378,1
40021,1
13026,1
775,1
2054,1
9180,1
18006,1
11432,1
53361,1
38721,1
37834,1
44408,1
18701,1
53353,1
12395,1
41813,1
12317,1
11602,1
12164,1
12181,1
4021,1
12368,1
12491,1
12245,1
12239,1
9251,1
9149,1
4093,1
12576,1
12297,1
30235,1
29274,1
2444,1
9461,1
18590,1
45212,1
23246,1
2381,1
12145,1
9760,1
12193,1
9126,1
3409,1
12277,1
32401,1
12131,1
12113,1
38157,1
16095,1
21057,1
9085,1
12275,1
36505,1
12462,1
12472,1
12220,1
9201,1
12144,1
9047,1
3410,1
57349,1
22536,1
1051,1
30117,1
12785,1
26138,1
59985,1
56108,1
12146,1
21500,1
36078,1
12166,1
18076,1
12511,1
8154,1
49121,1
9226,1
17857,1
29336,1
59504,1
57796,1
2995,1
5196,1
44400,1
21253,1
18092,1
32000,1
9187,1
12261,1
6445,1
21935,1
4704,1
50227,1
44808,1
18798,1
11094,1
40806,1
18096,1
18033,1
12264,1
3724,1
24499,1
5495,1
9146,1
12088,1
21328,1
5101,1
9165,1
2776,1
40496,1
9076,1
29796,1
21276,1
3814,1
9068,1
33412,1
8936,1
28946,1
12287,1
45666,1
12154,1
34500,1
9250,1
29462,1
29525,1
8492,1
9123,1
48747,1
26823,1
36156,1
9771,1
3025,1
18811,1
12369,1
12108,1
29628,1
7670,1
20500,1
5592,1
29056,1
9198,1
42443,1
31137,1
50854,1
30032,1
26956,1
9183,1
8767,1
12288,1
9124,1
5909,1
2710,1
559,1
8173,1
2147,1
9194,1
9184,1
16002,1
2561,1
9172,1
32444,1
12280,1
9130,1
3736,1
16039,1
9190,1
12217,1
15006,1
8704,1
12157,1
2522,1
9064,1
1968,1
9886,1
12459,1
40765,1
9017,1
12156,1
31380,1
12259,1
12519,1
12209,1
9524,1
12189,1
42208,1
35524,1
12179,1
5119,1
18062,1
21257,1
1994,1
12160,1
12008,1
12225,1
30215,1
6710,1
9245,1
12150,1
12195,1
9095,1
9910,1
20107,1
12161,1
25952,1
30087,1
30443,1
8593,1
5120,1
5235,1
45786,1
5251,1
1975,1
14896,1
29090,1
15100,1
11112,1
21268,1
31116,1
9178,1
36255,1
20574,1
12301,1
2074,1
44444,1
12137,1
9889,1
38080,1
16044,1
7416,1
9063,1
9120,1
12215,1
6129,1
28289,1
1960,1
9072,1
21247,1
8130,1
9070,1
32781,1
9174,1
12542,1
35554,1
12250,1
28128,1
25672,1
30010,1
9189,1
9150,1
28880,1
46274,1
12172,1
30120,1
12478,1
12234,1
12223,1
5242,1
14024,1
2048,1
3793,1
4023,1
5261,1
19300,1
22937,1
9127,1
23076,1
12381,1
44307,1
21250,1
33165,1
9283,1
1820,1
5274,1
5440,1
5917,1
6123,1
9049,1
3902,1
4212,1
8732,1
12294,1
11680,1
9196,1
12240,1
12207,1
3031,1
23373,1
9128,1
12103,1
12302,1
2305,1
9142,1
12109,1
8667,1
17070,1
23279,1
9243,1
9133,1
32346,1
12370,1
24579,1
9188,1
24234,1
25079,1
59113,1
21258,1
19019,1
23650,1
11838,1
22956,1
25214,1
2944,1
30070,1
37080,1
11701,1
12126,1
26358,1
12376,1
45003,1
12373,1
12428,1
12568,1
15504,1
16008,1
16028,1
16032,1
16037,1
16065,1
20100,1
43389,1
10059,1
22012,1
12242,1
10808,1
1986,1
38520,1
42420,1
61694,1
7067,1
18989,1
14090,1
7053,1
1116,1
23706,1
21056,1
11588,1
21256,1
21329,1
30113,1
36983,1
16081,1
44410,1
20040,1
11184,1
50160,1
12391,1
12559,1
2304,1
40133,1
4301,1
60100,1
40040,1
7901,1
42182,1
28282,1
7030,1
8640,1
8595,1
50103,1
1457,1
11343,1
33001,1
57380,1
43434,1
53083,1
11333,1
6064,1
7861,1
39998,1
18048,1
45668,1
16041,1
31343,1
3401,1
11486,1
20699,1
26250,1
61130,1
7866,1
22992,1
50728,1
21222,1
41596,1
19354,1
1451,1
2567,1
5568,1
5590,1
43946,1
30434,1
44311,1
22297,1
61333,1
11534,1
12091,1
11235,1
27106,1
40569,1
5913,1
8534,1
20381,1
30845,1
63000,1
11888,1
2195,1
11010,1
8204,1
9818,1
52045,1
8972,1
1143,1
6019,1
38105,1
35132,1
7887,1
18003,1
14432,1
11430,1
14408,1
34314,1
19021,1
8149,1
8586,1
9025,1
9028,1
9032,1
9038,1
12284,1
15003,1
30518,1
19100,1
12025,1
8610,1
48090,1
11451,1
3344,1
31662,1
21134,1
18085,1
30901,1
62434,1
56000,1
7987,1
6234,1
7304,1
8707,1
8895,1
12112,1
52000,1
5434,1
6825,1
13435,1
2156,1
8059,1
9158,1
5591,1
9153,1
5277,1
14406,1
9132,1
11223,1
9958,1
33310,1
21934,1
7043,1
48000,1
11334,1
34000,1
33393,1
8998,1
7123,1
20158,1
32707,1
38089,1
16768,1
56789,1
11034,1
8709,1
41838,1
1888,1
47434,1
9665,1
7988,1
30090,1
13765,1
21225,1
35434,1
9343,1
41015,1
3434,1
10365,1
7449,1
7270,1
60005,1
6015,1
27019,1
55966,1
5243,1
9911,1
6065,1
6012,1
10750,1
7092,1
8113,1
18026,1
1259,1
10085,1
16014,1
9634,1
13491,1
11439,1
28000,1
52984,1
5253,1
13434,1
9756,1
23301,1
9140,1
9163,1
12202,1
12295,1
12455,1
12470,1
12523,1
4892,1
11413,1
11456,1
11431,1
7017,1
9498,1
7345,1
9077,1
22444,1
14182,1
20800,1
21084,1
45000,1
2060,1
2072,1
30272,1
15432,1
10203,1
30225,1
18190,1
30009,1
30134,1
8131,1
6207,1
14343,1
2091,1
12236,1
7791,1
30422,1
9531,1
23456,1
57514,1
60987,1
16434,1
11005,1
20003,1
7686,1
7600,1
12438,1
19080,1
38894,1
12442,1
30038,1
22233,1
57169,1
204,1
33322,1
1204,1
33521,1
31578,1
14400,1
13131,1
11734,1
6542,1
6626,1
12439,1
16084,1
9061,1
3563,1
4435,1
32601,1
11560,1
28099,1
58785,1
25678,1
50124,1
12437,1
11657,1
7204,1
43411,1
49799,1
21876,1
6101,1
55001,1
8133,1
8168,1
8195,1
8196,1
8197,1
8203,1
8237,1
8239,1
8243,1
8248,1
8301,1
11024,1
47012,1
16098,1
8106,1
8117,1
8116,1
47000,1
9094,1
9147,1
12180,1
8137,1
8147,1
8184,1
8185,1
26257,1
8187,1
8029,1
8035,1
8044,1
31080,1
17580,1
32916,1
15672,1
5234,1
5238,1
8072,1
18094,1
19090,1
22103,1
20018,1
12134,1
44309,1
8067,1
8105,1
8104,1
34174,1
2428,1
57473,1
7521,1
41277,1
29283,1
12817,1
29248,1
49125,1
44953,1
51182,1
27945,1
26333,1
57761,1
55111,1
17551,1
28273,1
15679,1
9065,1
34387,1
34321,1
34644,1
29314,1
5397,1
43553,1
49031,1
32698,1
22471,1
57277,1
43269,1
20865,1
32944,1
5699,1
8120,1
8122,1
8128,1
25007,1
30444,1
9167,1
28816,1
40900,1
7530,1
49232,1
31677,1
11079,1
1322,1
13311,1
53365,1
44015,1
22710,1
18608,1
33909,1
20077,1
32353,1
14329,1
7543,1
18466,1
53364,1
30946,1
41854,1
53394,1
57456,1
45665,1
29719,1
53104,1
58168,1
25589,1
21575,1
28426,1
42191,1
51683,1
26236,1
29109,1
52943,1
30844,1
51981,1
45489,1
40012,1
48150,1
26856,1
35530,1
1308,1
8393,1
5606,1
37124,1
13175,1
36379,1
10270,1
34994,1
25886,1
648,1
17569,1
40876,1
51876,1
17590,1
25123,1
29835,1
37433,1
2559,1
38241,1
31219,1
41299,1
42562,1
32802,1
36460,1
38371,1
41734,1
19813,1
7029,1
32652,1
48426,1
18303,1
59301,1
39154,1
10768,1
43800,1
34441,1
19340,1
46982,1
7491,1
31226,1
22316,1
7740,1
39147,1
57163,1
7956,1
42433,1
40838,1
28890,1
40081,1
17658,1
55239,1
16563,1
13375,1
52166,1
54221,1
51865,1
25232,1
49362,1
58119,1
37318,1
22334,1
904,1
12058,1
34202,1
4577,1
54044,1
2614,1
35372,1
21498,1
6419,1
1119,1
32872,1
18260,1
39573,1
50274,1
39545,1
3448,1
13355,1
7584,1
54362,1
1456,1
9164,1
5904,1
5906,1
9057,1
1980,1
8587,1
21531,1
36153,1
40097,1
46232,1
38302,1
42873,1
2669,1
52862,1
17755,1
5266,1
4159,1
5241,1
9273,1
17152,1
13080,1
39497,1
59632,1
14388,1
19302,1
45519,1
12093,1
24425,1
38100,1
36611,1
7556,1
18071,1
46060,1
44373,1
29273,1
21269,1
15703,1
14200,1
4312,1
44946,1
17674,1
22407,1
5518,1
59119,1
52001,1
51344,1
9074,1
42901,1
5650,1
45796,1
54262,1
13322,1
2695,1
9544,1
31360,1
36154,1
56896,1
50260,1
50727,1
58636,1
13221,1
4648,1
1966,1
1982,1
1955,1
1964,1
1364,1
5446,1
9244,1
8621,1
5684,1
55561,1
12403,1
46214,1
55304,1
9249,1
15588,1
5910,1
16003,1
16027,1
16031,1
8634,1
12212,1
12230,1
12298,1
9131,1
9143,1
9171,1
8771,1
5273,1
5558,1
5567,1
2068,1
1605,1
16101,1
16400,1
17082,1
17772,1
17774,1
18044,1
12382,1
12402,1
12409,1
12432,1
12461,1
12468,1
12499,1
12525,1
12547,1
14880,1
44365,1
21297,1
30083,1
32303,1
18075,1
18182,1
18765,1
20200,1
21100,1
21200,1
21236,1
21244,1
16033,1
16064,1
16079,1
16082,1
34348,1
37858,1
9204,1
14006,1
7494,1
32922,1
19119,1
26757,1
9089,1
9202,1
9248,1
49501,1
21300,1
1952,1
2985,1
3412,1
11498,1
29441,1
12415,1
48880,1
31770,1
48572,1
51879,1
28271,1
40441,1
52689,1
51924,1
22998,1
37472,1
33381,1
29930,1
11721,1
42472,1
47354,1
9806,1
4759,1
11832,1
37389,1
24176,1
48281,1
37184,1
10942,1
2378,1
29490,1
34899,1
18651,1
47908,1
33476,1
12228,1
12484,1
14084,1
12539,1
9219,1
29597,1
9426,1
36919,1
23194,1
31621,1
32969,1
11088,1
13406,1
40491,1
55701,1
18905,1
8568,1
8573,1
8574,1
8575,1
8576,1
8578,1
8579,1
24442,1
31363,1
61688,1
7155,1
12454,1
12527,1
12213,1
12524,1
12178,1
8515,1
8519,1
8521,1
8526,1
8531,1
8532,1
8533,1
8536,1
8544,1
8548,1
8551,1
8557,1
8561,1
8562,1
8565,1
8566,1
8460,1
8461,1
8463,1
8462,1
8464,1
8466,1
8467,1
8470,1
8473,1
62078,1
8485,1
8493,1
8494,1
8506,1
8513,1
8514,1
8421,1
8423,1
8425,1
8426,1
8427,1
8428,1
8431,1
8432,1
8436,1
8441,1
8445,1
8448,1
8449,1
8452,1
8455,1
8458,1
49210,1
18060,1
48889,1
45886,1
16026,1
16069,1
8401,1
8402,1
8407,1
8408,1
8409,1
8413,1
8412,1
8416,1
8419,1
8420,1
32313,1
49171,1
2680,1
41743,1
47996,1
40473,1
15879,1
34228,1
763,1
42954,1
40906,1
6769,1
42467,1
31009,1
5683,1
1987,1
17237,1
7397,1
42965,1
54050,1
33583,1
49889,1
56283,1
3830,1
40908,1
22595,1
24997,1
17207,1
40580,1
21373,1
55062,1
34360,1
26840,1
19960,1
35559,1
8144,1
8135,1
8165,1
8164,1
42272,1
10309,1
11978,1
41052,1
21086,1
17975,1
53446,1
29667,1
23114,1
3842,1
9112,1
9162,1
24458,1
33758,1
34381,1
19085,1
38737,1
39607,1
28541,1
12096,1
2162,1
59297,1
49550,1
45687,1
21808,1
49798,1
10405,1
56200,1
26551,1
16723,1
41075,1
55456,1
42706,1
5064,1
56048,1
6901,1
12149,1
31109,1
4985,1
46110,1
41772,1
11172,1
24042,1
17592,1
59546,1
41893,1
58686,1
48871,1
23224,1
6642,1
22685,1
15456,1
36964,1
7611,1
47891,1
42300,1
59885,1
52921,1
50297,1
30614,1
28942,1
10158,1
7137,1
49990,1
30733,1
29213,1
40426,1
56298,1
4105,1
58481,1
46981,1
17455,1
27477,1
31412,1
51940,1
34561,1
43392,1
41372,1
29032,1
58082,1
17593,1
12656,1
24990,1
1569,1
26682,1
48717,1
48413,1
17130,1
41920,1
2465,1
50357,1
1388,1
2555,1
2560,1
21083,1
49606,1
29451,1
44677,1
53888,1
17159,1
52966,1
1708,1
11117,1
46940,1
7923,1
20713,1
59557,1
53649,1
26078,1
52709,1
45759,1
22462,1
11597,1
24528,1
45972,1
40511,1
55620,1
955,1
31491,1
14001,1
31701,1
58124,1
32673,1
58977,1
12026,1
22305,1
55559,1
32128,1
56007,1
54206,1
16912,1
27370,1
42762,1
25323,1
14039,1
17736,1
17248,1
44340,1
23777,1
38129,1
3662,1
15322,1
26238,1
43413,1
56137,1
52741,1
55997,1
39822,1
32909,1
15477,1
39207,1
5790,1
17553,1
18309,1
53109,1
2757,1
35675,1
41789,1
39802,1
52191,1
813,1
19088,1
55949,1
36224,1
4619,1
35043,1
21538,1
39387,1
10584,1
19099,1
54483,1
11654,1
50331,1
20136,1
53648,1
37723,1
29890,1
848,1
37238,1
55093,1
8736,1
33201,1
17120,1
14593,1
34223,1
38480,1
36454,1
32775,1
58801,1
45774,1
10432,1
40165,1
38535,1
50691,1
28043,1
40714,1
10415,1
19509,1
44763,1
28902,1
57750,1
11264,1
22733,1
59106,1
46401,1
7238,1
38893,1
29307,1
50279,1
23620,1
33668,1
20558,1
18852,1
36953,1
54711,1
2733,1
14688,1
40595,1
3560,1
1590,1
2240,1
3640,1
490,1
1490,1
3890,1
840,1
4790,1
1990,1
4090,1
11267,1
13374,1
40932,1
17993,1
4416,1
10174,1
16554,1
33865,1
34119,1
23899,1
23927,1
10961,1
57659,1
15728,1
2531,1
23819,1
50210,1
40244,1
6919,1
26314,1
28127,1
22708,1
52857,1
355,1
42361,1
43322,1
53614,1
34898,1
55895,1
24986,1
42549,1
49295,1
21503,1
33564,1
34978,1
44962,1
36544,1
56497,1
9883,1
26190,1
30806,1
44910,1
42334,1
28505,1
56033,1
29106,1
44870,1
50976,1
5219,1
34987,1
2299,1
28381,1
1040,1
3840,1
1640,1
4990,1
10389,1
5543,1
46297,1
28274,1
52613,1
4616,1
28189,1
29703,1
45272,1
16730,1
14193,1
22275,1
8813,1
8814,1
8816,1
34217,1
2714,1
17205,1
33457,1
13319,1
46393,1
48259,1
4982,1
39370,1
51325,1
5597,1
48443,1
9293,1
5741,1
58820,1
17654,1
15875,1
18834,1
36474,1
32883,1
58008,1
18823,1
14212,1
1407,1
48266,1
25669,1
5534,1
12436,1
8790,1
17585,1
57677,1
28665,1
22703,1
10183,1
20630,1
35881,1
34355,1
11609,1
7519,1
39307,1
55864,1
15201,1
29300,1
40369,1
25618,1
49301,1
58486,1
18369,1
9735,1
20233,1
12814,1
42593,1
33394,1
45732,1
21599,1
5126,1
37617,1
11505,1
13260,1
11996,1
58696,1
2636,1
32454,1
32636,1
45991,1
19133,1
53566,1
31387,1
38755,1
25138,1
1297,1
32347,1
58584,1
38973,1
50229,1
26380,1
29151,1
15745,1
59635,1
42872,1
42629,1
40691,1
10062,1
18428,1
36004,1
23955,1
7116,1
30843,1
2283,1
28474,1
53440,1
34983,1
26232,1
45361,1
52867,1
57733,1
2789,1
58183,1
51303,1
25244,1
17904,1
18093,1
40008,1
33599,1
41175,1
22401,1
44758,1
56873,1
1246,1
28465,1
48352,1
21464,1
55534,1
3746,1
37405,1
10487,1
55158,1
54254,1
36732,1
7636,1
7390,1
44557,1
26427,1
2336,1
46351,1
53913,1
53349,1
8825,1
8828,1
8832,1
8838,1
8841,1
8846,1
58703,1
52094,1
37337,1
18862,1
21690,1
19829,1
56009,1
12707,1
14664,1
15362,1
21403,1
13943,1
18873,1
40638,1
53120,1
29117,1
22487,1
17515,1
963,1
56905,1
28324,1
37234,1
29785,1
578,1
18952,1
19343,1
19847,1
42714,1
48067,1
44194,1
49616,1
19154,1
42798,1
25095,1
21525,1
33776,1
25051,1
42337,1
26373,1
13614,1
4120,1
8852,1
8854,1
8856,1
8858,1
8859,1
8871,1
20051,1
21572,1
17034,1
50470,1
53333,1
29962,1
9820,1
18111,1
41843,1
8906,1
8907,1
8935,1
9062,1
9121,1
3521,1
3530,1
3556,1
3558,1
3559,1
3561,1
3791,1
3792,1
3841,1
3953,1
3954,1
46992,1
5877,1
13317,1
33403,1
59614,1
17835,1
33167,1
17818,1
9470,1
4388,1
48013,1
9159,1
9211,1
9214,1
9213,1
8874,1
36533,1
16430,1
46495,1
13235,1
17713,1
52196,1
39273,1
18498,1
22823,1
6984,1
1135,1
36990,1
14818,1
19030,1
25270,1
50753,1
20228,1
51687,1
35397,1
39289,1
14618,1
23992,1
29234,1
25928,1
56817,1
567,1
32989,1
34036,1
26614,1
38947,1
5164,1
48914,1
40014,1
17785,1
12254,1
9732,1
12293,1
49755,1
32472,1
22509,1
46174,1
42520,1
59735,1
13159,1
23799,1
10681,1
44405,1
14104,1
43393,1
9285,1
56344,1
57317,1
31378,1
31851,1
56559,1
41418,1
53689,1
17007,1
2507,1
13923,1
37506,1
43190,1
13342,1
31329,1
19187,1
8898,1
8160,1
8252,1
54037,1
53005,1
27553,1
49640,1
31404,1
53409,1
41137,1
33797,1
34597,1
56485,1
37292,1
22724,1
33535,1
44140,1
56703,1
33332,1
1294,1
3570,1
49983,1
36595,1
10615,1
49525,1
21062,1
34747,1
10661,1
8992,1
29660,1
46367,1
36737,1
17478,1
27416,1
28250,1
18338,1
42115,1
34616,1
34897,1
2521,1
40712,1
13466,1
16524,1
53768,1
1632,1
50077,1
36845,1
48182,1
37474,1
9254,1
17223,1
7432,1
18963,1
25239,1
4772,1
18272,1
45119,1
53676,1
50078,1
32011,1
1,1
37713,1
25852,1
43082,1
55471,1
31587,1
3508,1
19868,1
53106,1
17820,1
25691,1
40450,1
21903,1
48428,1
45704,1
1165,1
42525,1
33786,1
48531,1
18714,1
23812,1
53293,1
53496,1
11761,1
32920,1
50782,1
58530,1
2073,1
24163,1
47729,1
8584,1
28405,1
40735,1
15949,1
35360,1
17129,1
25798,1
24987,1
32334,1
53161,1
35876,1
18326,1
34931,1
25692,1
58034,1
13340,1
25789,1
33907,1
25033,1
4750,1
53329,1
1472,1
54692,1
11920,1
15151,1
18239,1
5231,1
26699,1
33750,1
34713,1
58474,1
46464,1
53502,1
43515,1
26627,1
18536,1
15984,1
24033,1
59907,1
36584,1
43707,1
37465,1
49825,1
56150,1
56136,1
33411,1
47015,1
22996,1
59099,1
41164,1
25841,1
37016,1
17530,1
7673,1
35873,1
45772,1
37644,1
46949,1
32930,1
52517,1
2342,1
25248,1
16452,1
41228,1
52131,1
18287,1
11313,1
46127,1
55408,1
11686,1
8509,1
26409,1
17813,1
33777,1
42483,1
7523,1
50356,1
50141,1
42416,1
57462,1
18959,1
11239,1
53152,1
50135,1
39377,1
19233,1
19016,1
44100,1
8591,1
14901,1
14402,1
15042,1
20066,1
18383,1
28098,1
38449,1
40238,1
2383,1
7338,1
18660,1
14253,1
46954,1
5621,1
19824,1
26548,1
24517,1
13064,1
28521,1
28050,1
32825,1
7229,1
195,1
31275,1
56180,1
28794,1
53541,1
14401,1
3673,1
13368,1
52127,1
26782,1
33576,1
11547,1
12875,1
35828,1
20724,1
3206,1
45367,1
16940,1
30644,1
40548,1
51654,1
42377,1
54980,1
25770,1
4446,1
56306,1
2624,1
38455,1
50118,1
27491,1
55829,1
9329,1
49620,1
18558,1
50837,1
41053,1
11175,1
39258,1
48644,1
5800,1
2016,1
5353,1
15429,1
52235,1
33134,1
46948,1
6945,1
10794,1
48605,1
58279,1
56945,1
29393,1
11550,1
50463,1
48401,1
10336,1
43639,1
43702,1
49366,1
49753,1
29587,1
59660,1
48581,1
19349,1
25501,1
1378,1
50116,1
7037,1
42487,1
30378,1
21670,1
9176,1
9101,1
42892,1
40392,1
36000,1
43326,1
37303,1
35105,1
41796,1
32046,1
27965,1
2647,1
55047,1
30401,1
55361,1
35102,1
1070,1
18389,1
10412,1
8938,1
56976,1
57273,1
48147,1
48370,1
1232,1
53227,1
7610,1
3861,1
50972,1
17446,1
39939,1
58066,1
23432,1
56997,1
55569,1
22581,1
28366,1
3313,1
11178,1
57424,1
1760,1
32321,1
5436,1
29409,1
23798,1
22658,1
34130,1
39328,1
22758,1
46973,1
45762,1
11165,1
11262,1
22917,1
1147,1
4615,1
17921,1
17123,1
32999,1
49574,1
3815,1
45701,1
18477,1
55103,1
46507,1
43912,1
49571,1
40943,1
39451,1
16063,1
26369,1
20108,1
28445,1
52338,1
21387,1
39005,1
18599,1
36534,1
12975,1
12118,1
12120,1
12128,1
12148,1
12257,1
12299,1
24347,1
52946,1
40759,1
38671,1
18480,1
32068,1
17176,1
2261,1
5818,1
46275,1
18420,1
29651,1
18804,1
36549,1
17471,1
28051,1
31883,1
54407,1
41374,1
33656,1
48008,1
17631,1
7993,1
19668,1
11776,1
3623,1
33017,1
42032,1
58536,1
17793,1
58169,1
18410,1
51443,1
14546,1
3358,1
57585,1
46295,1
38881,1
18737,1
46841,1
28997,1
17843,1
51140,1
33637,1
22457,1
39337,1
10709,1
33197,1
55443,1
2081,1
1599,1
35000,1
21025,1
6633,1
11210,1
17778,1
1925,1
28597,1
50204,1
32818,1
32060,1
36115,1
26155,1
43556,1
55951,1
2763,1
56122,1
57730,1
17979,1
38793,1
44383,1
18517,1
37646,1
7031,1
7917,1
9920,1
56591,1
36645,1
53750,1
32947,1
18815,1
39631,1
44398,1
33595,1
35724,1
53097,1
19125,1
28408,1
9642,1
26603,1
53756,1
4486,1
41275,1
2015,1
11653,1
16732,1
16738,1
43405,1
26267,1
10184,1
2485,1
40892,1
7593,1
23236,1
21504,1
33721,1
40299,1
16127,1
12389,1
12414,1
12425,1
12450,1
12457,1
12141,1
42970,1
56294,1
34099,1
33828,1
44956,1
31448,1
38102,1
13384,1
23269,1
2927,1
53044,1
21561,1
56701,1
38872,1
24540,1
26357,1
56423,1
26335,1
2519,1
46233,1
1458,1
1959,1
33813,1
9612,1
47274,1
35069,1
51522,1
5049,1
57834,1
23982,1
57830,1
18279,1
52743,1
54800,1
43710,1
36225,1
36293,1
18830,1
42444,1
43980,1
57366,1
43641,1
8527,1
48885,1
25972,1
24779,1
19440,1
3611,1
13822,1
36236,1
22473,1
18745,1
15870,1
13426,1
26726,1
39385,1
58615,1
58656,1
45728,1
16962,1
5932,1
43494,1
40410,1
44404,1
56193,1
38779,1
35081,1
39553,1
57125,1
31445,1
7113,1
49971,1
12597,1
17330,1
40558,1
45940,1
4989,1
31191,1
29276,1
8657,1
26466,1
17501,1
32113,1
49312,1
11930,1
45904,1
49834,1
18487,1
42602,1
14009,1
10478,1
1445,1
41319,1
3465,1
41012,1
56681,1
19728,1
36663,1
55902,1
48508,1
57210,1
764,1
12874,1
52018,1
57423,1
40534,1
4758,1
34481,1
12826,1
3417,1
32749,1
4705,1
12787,1
23115,1
44065,1
18557,1
7506,1
51774,1
57874,1
34221,1
27351,1
50612,1
7157,1
37592,1
55724,1
44374,1
42219,1
50483,1
38280,1
16068,1
9401,1
31736,1
47896,1
18812,1
874,1
15302,1
44514,1
27489,1
12763,1
51887,1
12812,1
17475,1
40781,1
52705,1
3437,1
1350,1
39306,1
23293,1
49415,1
51650,1
31964,1
52721,1
2937,1
42663,1
26089,1
28444,1
26397,1
13139,1
29937,1
45457,1
37497,1
42840,1
40366,1
10426,1
18021,1
40661,1
54462,1
27892,1
28865,1
26523,1
53435,1
33921,1
34974,1
19681,1
18462,1
43676,1
12815,1
57699,1
37483,1
57496,1
17418,1
40378,1
58768,1
32463,1
32809,1
2256,1
991,1
23971,1
56916,1
53856,1
54209,1
26388,1
5649,1
24030,1
10363,1
58618,1
48420,1
54845,1
14480,1
52975,1
18860,1
56663,1
45188,1
54341,1
18305,1
11971,1
28486,1
58770,1
17892,1
39805,1
35653,1
50286,1
18814,1
23290,1
21218,1
21524,1
11640,1
51986,1
12464,1
12473,1
12481,1
12487,1
12497,1
12507,1
12508,1
12522,1
12538,1
12552,1
25006,1
16102,1
44422,1
39444,1
9940,1
55255,1
59256,1
4858,1
47200,1
43367,1
34123,1
39446,1
52636,1
50537,1
46558,1
33880,1
29663,1
38386,1
30232,1
50725,1
3710,1
53088,1
33538,1
57115,1
57089,1
45979,1
16829,1
54169,1
46240,1
31661,1
3932,1
35983,1
14533,1
45934,1
1215,1
2829,1
50385,1
58592,1
26207,1
7699,1
33219,1
11795,1
34320,1
23429,1
54266,1
22166,1
5622,1
43471,1
22638,1
1487,1
59307,1
21421,1
6382,1
21557,1
12589,1
18050,1
13268,1
18276,1
15833,1
5187,1
52779,1
19151,1
11053,1
58013,1
28937,1
27023,1
37267,1
30954,1
18200,1
31509,1
42434,1
56955,1
8738,1
47144,1
41880,1
57117,1
25245,1
58614,1
27627,1
20418,1
23975,1
42419,1
28236,1
31356,1
29003,1
5707,1
6442,1
33072,1
30018,1
52854,1
25859,1
41688,1
51818,1
4207,1
26443,1
59523,1
12198,1
59212,1
10111,1
1435,1
9315,1
26,1
11345,1
21454,1
12518,1
26009,1
9984,1
23886,1
24161,1
34334,1
48228,1
18678,1
17143,1
10719,1
7179,1
3625,1
51546,1
28525,1
17453,1
39510,1
6702,1
53265,1
13096,1
53857,1
53419,1
3760,1
5493,1
48858,1
55045,1
61222,1
9312,1
9313,1
41422,1
13006,1
14526,1
9430,1
17817,1
19926,1
699,1
33078,1
11179,1
56620,1
25102,1
17829,1
58534,1
55192,1
40407,1
12011,1
48526,1
48453,1
7361,1
48244,1
56719,1
32758,1
12567,1
44872,1
57451,1
28115,1
13072,1
33427,1
42826,1
17540,1
17602,1
18940,1
57626,1
55977,1
57670,1
13302,1
38350,1
25190,1
29819,1
14391,1
44520,1
52398,1
22611,1
21723,1
26428,1
58477,1
9639,1
4386,1
11684,1
18156,1
19179,1
33514,1
54121,1
12642,1
31775,1
11026,1
26732,1
48668,1
48234,1
30864,1
26177,1
10150,1
4340,1
49735,1
37408,1
27490,1
53310,1
39464,1
3026,1
57513,1
42435,1
13024,1
11081,1
17113,1
19637,1
7897,1
1453,1
13195,1
17517,1
37271,1
613,1
25620,1
27212,1
53816,1
12738,1
50429,1
11910,1
37579,1
13790,1
21888,1
18531,1
1758,1
1416,1
26268,1
27586,1
37544,1
49207,1
2427,1
18089,1
19091,1
20010,1
21318,1
21322,1
22022,1
36657,1
45111,1
22690,1
44445,1
32596,1
18524,1
17577,1
57091,1
41020,1
29938,1
37655,1
11191,1
41180,1
42651,1
23880,1
50699,1
32547,1
57467,1
58736,1
53247,1
38037,1
21813,1
33857,1
42447,1
48208,1
49212,1
41250,1
11993,1
57446,1
57610,1
46340,1
52265,1
13201,1
7056,1
13164,1
48120,1
43787,1
45604,1
50233,1
19773,1
48961,1
2393,1
2061,1
18181,1
32260,1
48557,1
1197,1
34836,1
17424,1
54166,1
13167,1
51514,1
22672,1
38453,1
33518,1
30973,1
53009,1
32429,1
36188,1
5944,1
57402,1
36840,1
17181,1
40316,1
40273,1
3573,1
33447,1
57520,1
18826,1
36880,1
40592,1
56925,1
56231,1
58599,1
50178,1
34850,1
22791,1
913,1
25185,1
27334,1
59181,1
22756,1
58158,1
30490,1
7715,1
40657,1
17282,1
55552,1
20034,1
16478,1
12805,1
24548,1
30787,1
7181,1
5785,1
44355,1
22740,1
55580,1
5124,1
1340,1
50347,1
38645,1
37583,1
6670,1
29260,1
22926,1
15555,1
15502,1
8315,1
29287,1
48374,1
39226,1
15805,1
12969,1
36129,1
44270,1
29642,1
59184,1
33452,1
37374,1
43954,1
4092,1
22317,1
45642,1
50031,1
18429,1
52971,1
1996,1
29949,1
32542,1
28610,1
36377,1
40708,1
11982,1
35168,1
44463,1
36569,1
4974,1
22639,1
30226,1
20412,1
20642,1
10271,1
35416,1
16915,1
17399,1
7268,1
28666,1
52995,1
53105,1
14496,1
