port,count
46419,1
11128,1
28493,1
33448,1
23245,1
21815,1
39641,1
39945,1
44821,1
37274,1
36491,1
17166,1
33746,1
16780,1
45363,1
867,1
27274,1
39627,1
48868,1
33280,1
43080,1
12828,1
56164,1
25896,1
28400,1
39253,1
25066,1
21441,1
35946,1
16271,1
52207,1
34867,1
52142,1
34703,1
53203,1
22404,1
53881,1
2511,1
43616,1
58450,1
22664,1
20105,1
43300,1
50326,1
51881,1
25173,1
59074,1
32144,1
611,1
29231,1
18031,1
29600,1
15366,1
29195,1
32838,1
14052,1
2488,1
11159,1
52595,1
30274,1
11986,1
17775,1
37435,1
5059,1
23391,1
43699,1
29898,1
31734,1
19444,1
19623,1
14049,1
2551,1
58523,1
32200,1
10472,1
7142,1
38584,1
35609,1
35464,1
33409,1
30210,1
52503,1
48738,1
51922,1
55244,1
45571,1
40896,1
46996,1
23664,1
46857,1
55817,1
30293,1
30682,1
56968,1
53033,1
10569,1
17165,1
17825,1
44476,1
30039,1
32624,1
32789,1
42177,1
48568,1
7280,1
32885,1
3774,1
56219,1
765,1
21430,1
57660,1
14140,1
46366,1
3432,1
57491,1
8053,1
20512,1
21312,1
21302,1
9058,1
1831,1
9699,1
1437,1
33791,1
25384,1
26626,1
3396,1
17498,1
41192,1
28829,1
29830,1
21400,1
35240,1
35241,1
38661,1
19111,1
46108,1
53834,1
57506,1
55595,1
9337,1
50494,1
19948,1
46116,1
30994,1
35449,1
21488,1
32959,1
49358,1
34606,1
48156,1
5661,1
16607,1
20995,1
42544,1
53291,1
39624,1
41423,1
10686,1
30472,1
56307,1
37359,1
37456,1
44560,1
44414,1
52380,1
18761,1
10313,1
42991,1
19199,1
40461,1
46080,1
57806,1
41035,1
33534,1
56846,1
4809,1
26356,1
14449,1
52143,1
7633,1
817,1
5669,1
46312,1
49429,1
18738,1
33982,1
53567,1
24927,1
19800,1
8588,1
31467,1
54767,1
10312,1
51542,1
40655,1
14874,1
15660,1
24207,1
57405,1
17720,1
40363,1
15756,1
29113,1
42475,1
7623,1
29230,1
41735,1
7495,1
35820,1
12390,1
51959,1
40754,1
18721,1
33757,1
37296,1
14330,1
45266,1
56346,1
3734,1
46762,1
36886,1
5584,1
19212,1
39107,1
42601,1
2768,1
31867,1
29408,1
18183,1
42631,1
55421,1
39399,1
12444,1
29870,1
46172,1
50904,1
32183,1
52714,1
12413,1
5687,1
12846,1
10473,1
1468,1
38206,1
24957,1
33279,1
36407,1
23852,1
14615,1
55617,1
41125,1
58461,1
4549,1
56271,1
56560,1
56081,1
5849,1
9460,1
7815,1
57166,1
44615,1
17158,1
31466,1
32289,1
48567,1
43490,1
10304,1
16779,1
45470,1
10275,1
54943,1
13151,1
31871,1
57275,1
9152,1
49340,1
48744,1
31318,1
42851,1
27456,1
42745,1
33399,1
32236,1
53436,1
41268,1
33899,1
30817,1
56190,1
17742,1
30810,1
55292,1
2750,1
40837,1
48502,1
44933,1
37422,1
4423,1
2740,1
15245,1
13966,1
33090,1
36294,1
59866,1
31293,1
13039,1
22397,1
39330,1
11107,1
41292,1
56,1
20553,1
44729,1
29456,1
8539,1
49477,1
16112,1
44608,1
48927,1
29850,1
43032,1
26167,1
58638,1
55486,1
39396,1
55841,1
29951,1
44036,1
55322,1
34297,1
51209,1
52976,1
49643,1
12009,1
11880,1
42948,1
27632,1
53627,1
38681,1
19128,1
26822,1
18828,1
47746,1
34665,1
15899,1
45085,1
29209,1
57370,1
45856,1
41375,1
52453,1
10542,1
41760,1
38762,1
41908,1
59515,1
36335,1
33470,1
41027,1
47470,1
54858,1
55227,1
25934,1
53538,1
47185,1
17077,1
10593,1
48368,1
5112,1
18630,1
58590,1
43775,1
16769,1
7552,1
43219,1
37418,1
27310,1
56090,1
35062,1
46159,1
15961,1
48737,1
48298,1
41005,1
4495,1
29459,1
16704,1
34304,1
42293,1
39843,1
33869,1
13826,1
57093,1
2041,1
17283,1
2472,1
2659,1
52073,1
30836,1
56674,1
22712,1
3576,1
18509,1
45769,1
2259,1
15710,1
26868,1
36221,1
18620,1
56770,1
11881,1
26550,1
48687,1
40963,1
50827,1
25806,1
59664,1
10944,1
10213,1
5939,1
5814,1
41327,1
17828,1
10190,1
25002,1
57426,1
38986,1
26006,1
38179,1
35067,1
1504,1
9882,1
23426,1
7968,1
42766,1
2238,1
23109,1
18632,1
45793,1
43847,1
35031,1
28492,1
17895,1
27193,1
19539,1
53504,1
55687,1
33073,1
8958,1
37885,1
9268,1
849,1
31242,1
40802,1
57603,1
26273,1
8780,1
40998,1
33799,1
56531,1
4979,1
703,1
54960,1
44951,1
45681,1
5013,1
59257,1
39209,1
28509,1
50828,1
48582,1
45235,1
19121,1
10620,1
41160,1
53515,1
39461,1
53081,1
9373,1
2446,1
29749,1
2546,1
27565,1
26202,1
3726,1
10786,1
28064,1
52458,1
33716,1
59115,1
40346,1
50954,1
55003,1
39286,1
49810,1
57482,1
35269,1
18463,1
31703,1
3837,1
47668,1
52037,1
54989,1
7075,1
22632,1
21205,1
32808,1
55684,1
47321,1
50163,1
35256,1
35352,1
23006,1
18636,1
18578,1
55575,1
43751,1
12561,1
13796,1
2387,1
28384,1
55939,1
32837,1
7544,1
14251,1
15881,1
25474,1
4178,1
31598,1
16953,1
56178,1
31823,1
15698,1
54774,1
17187,1
29710,1
46334,1
32256,1
37115,1
22936,1
30814,1
40885,1
21851,1
53142,1
27468,1
55796,1
32806,1
50325,1
1243,1
24078,1
50363,1
50519,1
46310,1
32983,1
41162,1
12085,1
57632,1
10165,1
9546,1
55409,1
27771,1
52096,1
34436,1
50093,1
12840,1
18167,1
41165,1
10919,1
10637,1
26515,1
18741,1
53157,1
6824,1
21691,1
20067,1
54377,1
21384,1
12019,1
46235,1
18795,1
57258,1
19964,1
41191,1
53735,1
56998,1
737,1
12010,1
21417,1
10998,1
40649,1
46512,1
23401,1
55813,1
23867,1
56842,1
58812,1
45720,1
51346,1
58155,1
35529,1
30085,1
54944,1
17811,1
5489,1
55138,1
55237,1
33804,1
15806,1
29494,1
1053,1
1223,1
17539,1
56285,1
19464,1
3612,1
1276,1
52914,1
56468,1
10386,1
3203,1
41091,1
37715,1
50485,1
12830,1
51950,1
3236,1
16762,1
1937,1
29751,1
37665,1
36240,1
46915,1
21101,1
17322,1
42980,1
19083,1
51738,1
50630,1
21346,1
38511,1
17257,1
43360,1
43415,1
40681,1
5467,1
17677,1
22687,1
14315,1
43657,1
52858,1
2042,1
18569,1
18789,1
41454,1
22717,1
19729,1
13504,1
5089,1
5105,1
5130,1
5135,1
5150,1
5160,1
5180,1
5201,1
5226,1
11440,1
41073,1
35782,1
37280,1
53060,1
32835,1
55990,1
4463,1
4466,1
4477,1
4488,1
4502,1
4510,1
4528,1
4530,1
4543,1
4572,1
4602,1
4620,1
4643,1
4700,1
4821,1
4993,1
4244,1
4250,1
8318,1
8179,1
8317,1
11481,1
2552,1
45002,1
45006,1
32202,1
45039,1
4401,1
4402,1
4432,1
4436,1
4438,1
21320,1
21295,1
2233,1
21270,1
21235,1
21243,1
3403,1
3549,1
3552,1
3566,1
3590,1
3622,1
44323,1
4330,1
4165,1
4243,1
9179,1
8700,1
8723,1
8152,1
8283,1
22122,1
21290,1
21264,1
21285,1
21242,1
21326,1
21277,1
21330,1
21233,1
21280,1
21271,1
38769,1
50358,1
40240,1
50255,1
34615,1
26873,1
45128,1
40358,1
36093,1
12849,1
56043,1
7400,1
2626,1
1291,1
1366,1
9125,1
10107,1
28349,1
12304,1
26084,1
3762,1
4591,1
39249,1
15092,1
29896,1
24914,1
25849,1
23015,1
51901,1
8746,1
5722,1
28802,1
31794,1
33271,1
48635,1
31836,1
34829,1
56782,1
28239,1
26444,1
15269,1
17796,1
57124,1
18901,1
41048,1
39441,1
38601,1
51249,1
31206,1
11856,1
27766,1
42451,1
48599,1
40941,1
7620,1
26921,1
13324,1
18336,1
37023,1
7792,1
11788,1
54555,1
27923,1
55163,1
8308,1
56814,1
45637,1
16675,1
56105,1
46423,1
15844,1
38488,1
24513,1
43168,1
12905,1
4383,1
10211,1
34816,1
35944,1
27152,1
11581,1
18763,1
8166,1
8167,1
12618,1
53252,1
43315,1
45978,1
58682,1
4584,1
18750,1
28208,1
16411,1
37153,1
11814,1
37469,1
20779,1
33772,1
18470,1
14467,1
28572,1
11988,1
43233,1
45582,1
44468,1
43083,1
41187,1
33032,1
12555,1
10403,1
37559,1
57611,1
36656,1
58690,1
51304,1
36918,1
2921,1
35118,1
26043,1
18206,1
5595,1
51925,1
17189,1
8496,1
47869,1
57243,1
39958,1
53677,1
10602,1
29528,1
17830,1
6540,1
7236,1
32696,1
46897,1
15737,1
52440,1
34380,1
58650,1
55189,1
36274,1
52623,1
1713,1
33074,1
2528,1
33940,1
55264,1
74,1
29509,1
29633,1
49549,1
10301,1
690,1
14385,1
31414,1
1940,1
4738,1
23385,1
23278,1
36650,1
48832,1
7026,1
21512,1
17536,1
55613,1
50082,1
36029,1
17295,1
12094,1
17199,1
42516,1
7527,1
25511,1
31993,1
58678,1
19170,1
5634,1
49414,1
13306,1
32460,1
38557,1
34907,1
10656,1
18101,1
39152,1
35988,1
53579,1
46252,1
53997,1
22369,1
45281,1
32108,1
39784,1
55296,1
48807,1
48511,1
44337,1
48181,1
55476,1
38622,1
32882,1
48655,1
10847,1
13431,1
42761,1
26211,1
17578,1
12155,1
43782,1
58571,1
2892,1
50678,1
58029,1
41294,1
37761,1
27618,1
1065,1
11974,1
43361,1
18481,1
59235,1
33699,1
17701,1
18478,1
34864,1
27500,1
34863,1
45631,1
2069,1
33614,1
13862,1
27640,1
40493,1
28563,1
40089,1
7471,1
18673,1
58468,1
30607,1
37029,1
44344,1
8062,1
7019,1
16424,1
29318,1
51927,1
24196,1
40476,1
10098,1
41143,1
49747,1
33782,1
16094,1
18694,1
50409,1
2363,1
44305,1
5265,1
25423,1
32785,1
65001,1
6160,1
2025,1
2234,1
1459,1
8724,1
57861,1
1969,1
1965,1
2200,1
4661,1
13001,1
21323,1
8,1
5,1
10579,1
455,1
12443,1
2360,1
1090,1
30280,1
9623,1
8601,1
52989,1
21002,1
162,1
59777,1
2413,1
31346,1
54180,1
12227,1
3405,1
21299,1
5666,1
18070,1
6599,1
12171,1
47,1
12580,1
8381,1
10949,1
1001,1
257,1
6739,1
