latitude,count
51.164997,10
42.461235,10
-27.59627,10
19.0,10
37.229488,10
51.432526,10
51.05011,10
52.18446,10
43.710075,10
36.397442,10
49.91362,10
40.269508,10
40.367458,10
37.454098,10
42.431107,10
47.423458,10
39.70594,9
32.953732,9
-7.115,9
49.16951,9
48.964859,9
10.950107,9
32.900108,9
54.62682,9
51.033329,9
50.980289,9
53.55014,9
35.571083,9
50.716671,9
50.143517,9
43.7798,9
51.40033,9
43.633118,9
53.158501,9
47.683235,9
40.783428,9
54.785152,9
49.683811,9
53.583328,9
60.719292,9
48.068329,9
30.054829,9
35.404999,9
43.85083,9
39.618328,9
47.663902,9
49.205002,9
39.74984,9
41.085392,9
39.676361,9
25.7747,9
43.29998,9
43.650002,9
-5.89056,9
45.481571,9
29.717869,9
45.467144,9
48.43919,9
27.117161,9
44.942818,9
52.511082,9
51.888359,9
55.73595,9
40.424881,9
54.503819,9
59.86552,9
39.758644,9
40.281063,9
36.15398,9
30.299999,9
43.604301,9
48.11198,9
38.982632,9
41.876148,9
34.766666,9
38.316669,9
34.420883,9
50.26667,9
27.833485,9
45.362698,9
44.052071,9
38.958759,9
37.73222,9
49.44313,9
40.753979,9
58.716671,9
56.328671,9
48.533329,9
60.049137,9
43.046597,9
47.877552,9
56.76667,9
57.586632,9
21.183331,8
45.77969,8
60.726379,8
30.421385,8
33.745571,8
26.241831,8
-25.316669,8
58.85244,8
35.011669,8
52.953602,8
50.543221,8
41.855831,8
40.129169,8
23.700001,8
43.208305,8
-22.781944,8
42.262646,8
51.584171,8
54.216251,8
50.633732,8
30.91667,8
53.955101,8
41.760578,8
38.254101,8
35.41708,8
51.62907,8
45.497631,8
32.44202,8
33.721558,8
30.350281,8
36.819,8
43.082302,8
48.759659,8
60.451485,8
38.589142,8
34.070251,8
43.613388,8
30.4,8
31.549677,8
45.427608,8
36.633331,8
46.349186,8
50.435879,8
35.6101,8
42.066292,8
55.32346,8
52.041721,8
52.779171,8
28.75992,8
47.513779,8
52.036339,8
41.457237,8
45.696281,8
36.444168,8
47.553711,8
-18.918501,8
51.511131,8
-15.779528,8
40.556416,8
53.95763,8
51.488331,8
40.6675,8
54.973282,8
53.382778,8
42.76667,8
33.770844,8
28.963017,8
43.371742,8
-6.91806,8
30.50897,8
-34.98333,8
45.524727,8
-4.616794,8
51.197128,8
-6.9203,8
33.091789,8
43.541039,8
44.645329,8
10.6442,8
47.316666,8
47.252762,8
-5.794862,8
45.173878,8
36.74773,8
47.423878,8
50.873249,8
37.316669,8
19.262213,7
48.672192,7
-37.686138,7
47.021561,7
43.766609,7
56.638844,7
49.56802,7
42.349998,7
46.32909,7
45.81625,7
35.943783,7
47.22683,7
35.166645,7
-42.87936,7
39.920639,7
32.695831,7
18.790686,7
57.48719,7
50.720482,7
35.084492,7
51.86692,7
-23.02972,7
35.816814,7
30.450785,7
43.425369,7
50.150002,7
40.650501,7
42.139374,7
29.651638,7
35.244171,7
33.015121,7
29.785789,7
32.221741,7
42.560177,7
53.744598,7
47.799999,7
49.23278,7
47.902859,7
34.069981,7
56.316669,7
43.166851,7
50.035019,7
26.132549,7
40.793327,7
25.27972,7
39.738007,7
48.0,7
40.763332,7
33.014568,7
32.979439,7
25.48333,7
37.987038,7
-33.781216,7
26.14204,7
58.017651,7
-20.16194,7
32.78088,7
55.96056,7
26.466669,7
47.656891,7
44.036083,7
51.555569,7
35.750046,7
60.392731,7
47.633331,7
30.05201,7
50.197159,7
-34.860451,7
41.220501,7
6.251712,7
58.516708,7
43.075291,7
42.963348,7
52.383331,7
52.398361,7
40.415329,7
49.596069,7
34.135864,7
50.100758,7
56.997311,7
29.883329,7
37.773968,7
-7.979982,7
47.979183,7
31.816669,7
30.294689,7
53.144306,7
48.044331,7
42.913361,7
56.516613,7
59.381222,7
20.966669,7
39.549999,7
48.683331,7
49.119274,7
37.947449,7
21.01667,7
47.97744,7
-31.413389,7
35.102779,7
34.075619,7
33.439648,7
45.300831,7
56.905521,7
-32.946827,7
59.164829,7
47.61734,7
52.416672,7
23.266573,7
51.964897,7
36.76775,7
50.486568,7
38.290562,7
45.34306,6
1.600032,6
52.722523,6
53.883301,6
-3.717162,6
40.181595,6
12.249852,6
46.7663,6
56.16156,6
34.683018,6
39.922501,6
59.71949,6
46.73127,6
41.823833,6
44.724247,6
7.890479,6
-37.95607,6
60.934395,6
41.167042,6
45.496239,6
47.907711,6
26.33983,6
39.143806,6
50.893223,6
21.307796,6
51.490108,6
0.316785,6
40.033329,6
41.590542,6
46.766972,6
-7.96556,6
59.359268,6
32.11417,6
16.933331,6
56.129219,6
-21.750011,6
4.2498,6
51.251835,6
46.851601,6
49.267384,6
46.705502,6
14.79808,6
51.557968,6
43.048119,6
41.69392,6
40.335369,6
45.438587,6
16.863401,6
47.414989,6
51.849998,6
52.029194,6
38.052849,6
51.047398,6
52.627831,6
51.41655,6
51.455231,6
41.117729,6
50.183331,6
39.165314,6
47.657291,6
51.547649,6
41.999657,6
51.699169,6
47.602402,6
50.668289,6
47.236038,6
35.994034,6
52.989471,6
50.035801,6
33.04623,6
42.3559,6
50.79443,6
59.195545,6
22.78199,6
47.307781,6
49.232189,6
45.76667,6
49.284622,6
51.383331,6
53.013748,6
40.739288,6
51.620789,6
37.45639,6
22.758387,6
34.33778,6
42.099751,6
42.29171,6
26.434427,6
35.994598,6
33.520733,6
19.450043,6
52.438541,6
40.41695,6
45.732151,6
11.90027,6
40.9842,6
36.455578,6
36.752499,6
38.97821,6
34.503365,6
49.76667,6
48.247921,6
48.136845,6
45.40242,6
60.886318,6
46.066669,6
41.149639,6
30.50802,6
55.8326,6
44.406395,6
46.363571,6
52.066669,6
39.196621,6
13.54753,6
47.700001,6
53.73333,6
48.117867,6
33.15065,6
39.942577,6
29.92914,6
38.409199,6
25.468733,6
52.127602,6
53.003819,6
44.399796,6
50.874779,6
34.271179,6
51.970001,6
45.697979,6
43.549969,6
50.452145,6
35.681454,6
53.683311,6
26.883329,6
52.524368,6
47.791042,6
41.308121,6
29.6036,6
40.88567,6
49.984234,6
42.492966,6
31.93931,6
32.325203,6
51.67207,6
43.7001,6
49.20356,5
63.60638,5
58.596657,5
25.666679,5
13.99904,5
21.950001,5
35.189007,5
35.835602,5
21.28145,5
30.244865,5
42.746445,5
3.043901,5
59.70306,5
35.316669,5
51.339111,5
32.799797,5
10.61667,5
50.477879,5
53.75,5
43.671326,5
44.459957,5
19.355854,5
27.433331,5
42.506062,5
45.501579,5
48.719593,5
54.099972,5
33.439751,5
29.7687,5
10.631724,5
41.763725,5
41.845917,5
39.360275,5
39.925949,5
20.933216,5
36.5956,5
41.556957,5
45.400082,5
57.19136,5
37.352901,5
42.984116,5
46.252998,5
18.50012,5
32.961399,5
55.56673,5
46.551102,5
43.038506,5
16.242338,5
40.127949,5
50.674156,5
36.437889,5
42.285248,5
18.466272,5
-0.22985,5
59.131199,5
43.23341,5
50.850407,5
40.380199,5
48.432976,5
35.539169,5
40.848183,5
30.450001,5
43.661961,5
30.391979,5
38.93428,5
21.48333,5
37.188343,5
39.751099,5
35.282784,5
31.215919,5
34.043461,5
39.487099,5
42.746922,5
42.331429,5
52.150768,5
19.288542,5
49.464451,5
51.553059,5
46.230919,5
53.792,5
51.294239,5
39.332027,5
38.846218,5
33.197624,5
30.16848,5
50.766781,5
33.953503,5
47.660332,5
52.67144,5
50.208611,5
33.78027,5
47.116714,5
42.341869,5
26.006742,5
25.439827,5
33.61681,5
40.9725,5
42.797737,5
43.791142,5
49.24028,5
-35.912498,5
53.341839,5
-4.054685,5
31.758694,5
28.810837,5
42.849915,5
35.702991,5
27.392323,5
40.695648,5
47.823212,5
38.266991,5
31.01667,5
26.24861,5
42.504822,5
-6.83778,5
29.983334,5
-14.6189,5
50.759113,5
37.515972,5
40.567539,5
37.502213,5
50.723808,5
40.705223,5
47.535599,5
52.18935,5
54.583328,5
40.686771,5
42.385426,5
28.766829,5
30.474131,5
24.799873,5
34.674976,5
20.856123,5
48.73333,5
51.083328,5
43.154781,5
35.080582,5
46.542397,5
40.91663,5
25.700001,5
43.21669,5
53.55024,5
51.319031,5
51.75222,5
9.05735,5
40.827217,5
44.08556,5
39.158073,5
45.182758,5
11.000563,5
45.599998,5
46.061848,5
41.692814,5
48.522652,5
41.767189,5
40.395634,5
49.097252,5
51.612701,5
37.323597,5
34.183327,5
43.597824,5
52.037922,5
55.466671,5
30.627972,5
40.76955,5
34.017601,5
52.006672,5
50.904869,5
41.088299,5
27.943518,5
-25.85891,5
48.051762,5
49.458511,5
50.209435,5
52.51667,5
48.702812,5
47.86837,5
40.45742,5
34.746479,5
51.18539,5
48.366669,5
44.647766,5
43.464699,5
43.153236,5
39.684921,5
8.99361,5
50.666668,5
40.301109,5
25.4,5
14.66731,5
57.152336,5
50.467167,5
43.416786,5
43.432861,5
37.04393,5
38.104092,5
50.833324,5
37.368832,5
15.29703,5
33.835403,5
31.32062,4
14.065074,4
20.51667,4
59.986691,4
40.535263,4
44.826778,4
-3.10194,4
35.512371,4
50.645069,4
-36.826916,4
38.183331,4
-33.89146,4
51.208961,4
55.333408,4
36.296974,4
-32.890831,4
48.948318,4
49.841675,4
52.083328,4
1.550255,4
49.899982,4
47.674122,4
51.79705,4
52.523232,4
51.505192,4
47.262661,4
32.795559,4
38.115795,4
41.662312,4
34.675468,4
49.933331,4
41.530048,4
40.903763,4
32.231312,4
52.283329,4
48.00193,4
51.27026,4
49.354301,4
50.865829,4
2.9225,4
41.580978,4
56.5,4
35.181381,4
33.854603,4
39.947819,4
28.122709,4
51.902241,4
40.797169,4
44.4491,4
39.486229,4
-37.816669,4
12.933006,4
40.479031,4
51.307758,4
43.680012,4
46.183342,4
47.882381,4
53.90646,4
45.258678,4
53.141178,4
49.245449,4
40.099491,4
38.080002,4
51.074261,4
54.279659,4
40.053299,4
48.13591,4
47.123692,4
32.940971,4
51.091236,4
-6.7063,4
51.338551,4
51.886673,4
39.798763,4
45.945004,4
51.546188,4
41.524277,4
30.36377,4
52.104008,4
48.312309,4
47.782059,4
50.596123,4
-30.033028,4
41.832874,4
27.89642,4
52.821899,4
35.701336,4
44.630665,4
51.095085,4
53.52837,4
25.784853,4
30.271158,4
38.401642,4
49.51083,4
48.211231,4
39.983372,4
29.76996,4
2.93527,4
59.351952,4
40.872089,4
34.147835,4
40.443233,4
-37.91671,4
50.90395,4
50.937248,4
43.648029,4
53.23531,4
42.460087,4
48.099941,4
42.001671,4
38.107456,4
42.945621,4
-26.919317,4
45.485954,4
-23.38833,4
45.510353,4
36.53347,4
36.764229,4
28.10004,4
-27.999889,4
36.966549,4
46.234352,4
59.30978,4
42.814316,4
26.562851,4
33.922234,4
-28.73226,4
42.232841,4
-21.066669,4
42.304432,4
42.519009,4
43.466587,4
44.944408,4
8.48333,4
8.13333,4
-31.859631,4
32.912693,4
46.489578,4
52.116791,4
32.917221,4
53.755711,4
34.788013,4
51.88921,4
55.725208,4
32.840691,4
33.952637,4
34.145893,4
41.983189,4
46.87719,4
32.43198,4
32.626389,4
31.033609,4
51.003559,4
52.300957,4
37.662544,4
41.680618,4
49.443001,4
53.467106,4
55.91531,4
23.73333,4
32.735615,4
40.722721,4
35.13726,4
58.146954,4
43.927929,4
39.025669,4
50.821419,4
43.169289,4
42.652649,4
54.204441,4
45.530128,4
42.361198,4
43.046101,4
41.233391,4
31.470234,4
21.355049,4
32.65218,4
7.46304,4
30.508329,4
29.36972,4
39.960705,4
49.284836,4
-16.44972,4
37.834438,4
37.970108,4
45.49818,4
56.661572,4
42.910576,4
43.668255,4
10.60932,4
32.813858,4
47.255219,4
38.997707,4
51.416672,4
38.927643,4
65.012329,4
-22.559366,4
30.34284,4
61.24992,4
44.840485,4
43.644897,4
49.670792,4
50.921745,4
49.44331,4
47.216671,4
30.201941,4
-41.286781,4
39.414131,4
50.866268,4
-26.824316,4
39.927601,4
52.414261,4
-22.73917,4
53.780022,4
46.510254,4
36.866669,4
42.900002,4
38.713451,4
30.425619,4
35.717026,4
60.392902,4
58.592709,4
51.377949,4
53.190498,4
47.347435,4
48.850021,4
29.066759,4
48.883411,4
55.363522,4
38.840279,4
41.655205,4
38.990669,4
43.645031,4
42.525192,4
42.960831,4
45.98333,4
43.937469,4
-19.98333,4
45.987358,4
48.774506,4
-26.177181,4
41.719601,4
45.536175,4
15.15553,4
-6.594559,4
6.47862,4
40.767002,4
45.033379,4
-33.316669,4
-27.503019,4
46.083225,4
55.911629,4
1.28967,4
-38.059139,4
50.880562,4
49.142319,3
32.733253,3
50.041321,3
61.40831,3
50.998211,3
42.672596,3
30.355396,3
41.444061,3
45.133331,3
45.443283,3
36.151794,3
43.2981,3
46.010082,3
62.241463,3
42.370129,3
52.167576,3
51.165607,3
53.133331,3
55.93338,3
60.069118,3
7.4863,3
39.776653,3
7.9518,3
46.802368,3
6.1,3
53.309326,3
50.411396,3
42.50779,3
57.151939,3
4.809498,3
55.816669,3
32.46402,3
45.842579,3
30.301081,3
30.786943,3
35.045292,3
37.279999,3
51.91917,3
13.658306,3
63.836666,3
40.781971,3
48.528961,3
52.258404,3
48.52166,3
20.41667,3
52.082439,3
48.893963,3
59.41378,3
38.713791,3
40.677971,3
34.769833,3
40.417061,3
13.86075,3
50.78215,3
-37.32206,3
35.827511,3
46.732391,3
47.130138,3
43.37035,3
53.566669,3
45.899902,3
25.411221,3
51.617592,3
64.004921,3
59.124706,3
51.807991,3
42.981602,3
41.7659,3
31.719999,3
26.277901,3
41.735889,3
45.959202,3
40.421181,3
30.664169,3
-8.83682,3
49.08297,3
51.2784,3
50.081631,3
50.807838,3
35.98119,3
40.68364,3
45.612518,3
46.461273,3
54.61842,3
0.27565,3
52.438339,3
52.922771,3
52.370918,3
40.377949,3
40.547119,3
42.006596,3
51.682499,3
53.133343,3
57.87096,3
25.754074,3
14.640319,3
34.985432,3
34.983002,3
57.143688,3
4.53389,3
35.657108,3
55.40276,3
26.185856,3
19.083307,3
26.85,3
11.75,3
22.569624,3
46.458199,3
43.848629,3
51.096439,3
37.280945,3
48.513199,3
-37.76667,3
49.15411,3
51.413631,3
50.561008,3
44.957253,3
44.459171,3
45.638634,3
16.433331,3
9.979917,3
20.23333,3
22.466669,3
21.23333,3
42.229172,3
28.80055,3
40.885979,3
46.540005,3
70.982094,3
-38.866669,3
45.213516,3
33.424282,3
35.89917,3
41.116669,3
43.34333,3
34.385868,3
48.20232,3
47.0,3
52.223091,3
43.505604,3
53.260231,3
47.340771,3
42.463718,3
46.02021,3
50.130589,3
40.471962,3
50.827946,3
29.425426,3
37.748089,3
36.802769,3
34.391659,3
11.94646,3
43.119785,3
36.684399,3
41.345703,3
33.246803,3
31.73333,3
6.452972,3
50.682858,3
55.676914,3
50.752529,3
53.484619,3
